run,window,phase,n_total,n_select,n_update,n_insert,n_delete,avg_ms,total_ms,n_qtypes,avg_planning_ms,avg_shared_blk_hit
3,0,Reporting,16,16,0,0,0,155.8285875,2493.2574,4,0.074875,14835.875
3,1,Reporting,16,16,0,0,0,425.93174375,6814.9079,5,0.1431875,64938.0
3,2,Reporting,16,16,0,0,0,290.09404375,4641.5047,4,0.0790625,21149.125
3,3,Reporting,15,15,0,0,0,54.03329333333333,810.4994,3,0.08633333333333333,21650.4
3,4,Reporting,16,16,0,0,0,98.3052,1572.8832,6,0.1218125,41677.375
3,5,Reporting,21,21,0,0,0,243.88480476190475,5121.5809,3,0.07533333333333334,30395.714285714286
3,6,Reporting,15,15,0,0,0,321.10692666666665,4816.6039,3,0.08906666666666667,32344.933333333334
3,7,Reporting,22,22,0,0,0,184.85917727272727,4066.9019,4,0.08059090909090909,26081.272727272728
3,8,JoinHeavy,18,18,0,0,0,113.54970555555556,2043.8947,6,0.1822777777777778,123869.27777777778
3,9,JoinHeavy,25,25,0,0,0,95.31385200000001,2382.8463,4,0.2666,177455.88
3,10,JoinHeavy,19,19,0,0,0,104.66796315789473,1988.6913,4,0.2692631578947368,181306.7894736842
3,11,JoinHeavy,15,15,0,0,0,132.3437,1985.1555,3,0.31793333333333335,233216.2
3,12,JoinHeavy,18,18,0,0,0,133.45600000000002,2402.208,3,0.25027777777777777,212755.5
3,13,JoinHeavy,14,14,0,0,0,114.30155714285715,1600.2218,3,0.31542857142857145,195730.2857142857
3,14,JoinHeavy,10,10,0,0,0,151.93629,1519.3629,4,0.3361,247231.1
3,15,JoinHeavy,20,20,0,0,0,146.857065,2937.1413000000002,5,0.29415,213477.75
3,16,Procurement,18,16,2,0,0,325.5313111111111,5859.5635999999995,4,0.18927777777777777,38373.88888888889
3,17,Procurement,11,11,0,0,0,363.3714545454546,3997.0860000000002,3,0.19645454545454547,52491.181818181816
3,18,Procurement,27,21,5,1,0,117.60305185185186,3175.2824,6,0.1535185185185185,25655.88888888889
3,19,Procurement,28,21,4,3,0,220.28918928571426,6168.097299999999,5,0.17025,21393.14285714286
3,20,Procurement,14,12,1,1,0,259.05981428571425,3626.8374,5,0.21592857142857144,30699.285714285714
3,21,Procurement,25,25,0,0,0,388.53688,9713.422,4,0.26632,51543.84
3,22,Procurement,18,18,0,0,0,202.7289888888889,3649.1218,5,0.2075,37529.72222222222
3,23,Procurement,21,20,0,1,0,139.29547142857143,2925.2049,4,0.17695238095238097,17484.666666666668
3,24,Customer,26,25,1,0,0,213.47088076923077,5550.2429,4,0.2489230769230769,67682.92307692308
3,25,Customer,19,18,1,0,0,249.46224736842103,4739.7827,4,0.24957894736842104,77141.94736842105
3,26,Customer,24,23,1,0,0,152.5734875,3661.7637,4,0.21991666666666668,94302.83333333333
3,27,Customer,22,21,1,0,0,181.37917272727273,3990.3418,4,0.2377272727272727,87708.22727272728
3,28,Customer,18,18,0,0,0,363.0437166666667,6534.7869,3,0.28705555555555556,68459.22222222222
3,29,Customer,21,18,2,1,0,51.098642857142856,1073.0715,4,0.17276190476190476,106355.95238095238
3,30,Customer,10,8,2,0,0,324.04812000000004,3240.4812,3,0.24739999999999998,56310.4
3,31,Customer,23,21,1,1,0,69.99815652173913,1609.9576,6,0.239,52905.565217391304
