run,window,phase,seq,query,op_type,exec_ms,ok
1,1,Reporting,15,Q1,SELECT,67.4315,True
1,1,Reporting,16,Q6,SELECT,10.2234,True
1,1,Reporting,17,Q1,SELECT,69.0008,True
1,1,Reporting,18,Q14,SELECT,16.4217,True
1,1,Reporting,19,U_orders,UPDATE,0.6236,True
1,1,Reporting,20,U_orders,UPDATE,0.2469,True
1,1,Reporting,21,Q1,SELECT,68.146,True
1,1,Reporting,22,Q6,SELECT,10.2306,True
1,1,Reporting,23,Q14,SELECT,10.5782,True
1,1,Reporting,24,Q14,SELECT,10.3212,True
1,1,Reporting,25,Q1,SELECT,66.6799,True
1,1,Reporting,26,Q12,SELECT,13.0489,True
1,1,Reporting,27,U_orders,UPDATE,1.1207,True
1,1,Reporting,28,Q6,SELECT,10.6278,True
1,1,Reporting,29,Q1,SELECT,74.1363,True
1,2,Reporting,0,Q12,SELECT,13.3099,True
1,2,Reporting,1,U_orders,UPDATE,0.6991,True
1,2,Reporting,2,Q1,SELECT,72.7299,True
1,2,Reporting,3,U_orders,UPDATE,0.6764,True
1,2,Reporting,4,Q4,SELECT,16.4006,True
1,2,Reporting,5,Q14,SELECT,10.6514,True
1,2,Reporting,6,Q1,SELECT,75.9047,True
1,2,Reporting,7,Q12,SELECT,15.7738,True
1,2,Reporting,8,Q12,SELECT,15.0266,True
1,2,Reporting,9,Q12,SELECT,15.2069,True
1,2,Reporting,10,Q1,SELECT,28.29,True
1,2,Reporting,11,Q12,SELECT,15.583,True
1,2,Reporting,12,Q6,SELECT,9.5664,True
1,2,Reporting,13,Q6,SELECT,9.2185,True
1,2,Reporting,14,Q4,SELECT,10.5432,True
1,2,Reporting,15,U_orders,UPDATE,0.61,True
1,2,Reporting,16,Q4,SELECT,10.9111,True
1,2,Reporting,17,Q1,SELECT,26.6003,True
1,2,Reporting,18,U_orders,UPDATE,0.4143,True
1,2,Reporting,19,Q6,SELECT,9.5297,True
1,2,Reporting,20,Q12,SELECT,15.28,True
1,2,Reporting,21,Q14,SELECT,9.9084,True
1,2,Reporting,22,Q1,SELECT,27.7559,True
1,2,Reporting,23,U_orders,UPDATE,0.7348,True
1,2,Reporting,24,Q6,SELECT,9.9639,True
1,2,Reporting,25,Q1,SELECT,29.2646,True
1,2,Reporting,26,Q1,SELECT,28.4196,True
1,2,Reporting,27,Q1,SELECT,28.4801,True
1,2,Reporting,28,U_orders,UPDATE,0.5355,True
1,2,Reporting,29,Q1,SELECT,29.0354,True
1,3,Reporting,0,Q14,SELECT,10.4756,True
1,3,Reporting,1,U_orders,UPDATE,0.3056,True
1,3,Reporting,2,Q1,SELECT,28.7571,True
1,3,Reporting,3,Q1,SELECT,29.333,True
1,3,Reporting,4,U_orders,UPDATE,0.6223,True
1,3,Reporting,5,Q6,SELECT,9.8694,True
1,3,Reporting,6,Q1,SELECT,28.3899,True
1,3,Reporting,7,Q14,SELECT,10.4227,True
1,3,Reporting,8,Q12,SELECT,16.1384,True
1,3,Reporting,9,Q12,SELECT,15.7734,True
1,3,Reporting,10,Q14,SELECT,10.0466,True
1,3,Reporting,11,Q1,SELECT,26.8867,True
1,3,Reporting,12,Q6,SELECT,10.0411,True
1,3,Reporting,13,Q14,SELECT,10.0911,True
1,3,Reporting,14,Q6,SELECT,9.4125,True
1,3,Reporting,15,U_orders,UPDATE,0.6636,True
1,3,Reporting,16,Q1,SELECT,27.4582,True
1,3,Reporting,17,Q14,SELECT,10.297,True
1,3,Reporting,18,U_orders,UPDATE,0.3399,True
1,3,Reporting,19,Q6,SELECT,10.1158,True
1,3,Reporting,20,U_orders,UPDATE,0.3851,True
1,3,Reporting,21,Q1,SELECT,27.9627,True
1,3,Reporting,22,Q1,SELECT,28.0821,True
1,3,Reporting,23,Q1,SELECT,27.7198,True
1,3,Reporting,24,Q14,SELECT,10.3658,True
1,3,Reporting,25,Q6,SELECT,9.5087,True
1,3,Reporting,26,Q6,SELECT,9.5149,True
1,3,Reporting,27,Q14,SELECT,10.1106,True
1,3,Reporting,28,U_orders,UPDATE,0.401,True
1,3,Reporting,29,Q6,SELECT,9.5132,True
1,4,Reporting,0,Q4,SELECT,11.0086,True
1,4,Reporting,1,Q1,SELECT,27.6493,True
1,4,Reporting,2,Q1,SELECT,27.4363,True
1,4,Reporting,3,Q12,SELECT,16.1414,True
1,4,Reporting,4,U_orders,UPDATE,0.6755,True
1,4,Reporting,5,Q14,SELECT,10.1235,True
1,4,Reporting,6,Q14,SELECT,9.9976,True
1,4,Reporting,7,U_orders,UPDATE,0.3197,True
1,4,Reporting,8,Q1,SELECT,26.7308,True
1,4,Reporting,9,Q14,SELECT,10.3674,True
1,4,Reporting,10,Q6,SELECT,9.5823,True
1,4,Reporting,11,Q12,SELECT,15.7221,True
1,4,Reporting,12,Q1,SELECT,27.0167,True
1,4,Reporting,13,Q14,SELECT,10.1343,True
1,4,Reporting,14,Q1,SELECT,26.956,True
1,4,Reporting,15,Q6,SELECT,9.5258,True
1,4,Reporting,16,Q14,SELECT,9.85,True
1,4,Reporting,17,U_orders,UPDATE,0.5219,True
1,4,Reporting,18,Q1,SELECT,27.2586,True
1,4,Reporting,19,Q1,SELECT,26.6052,True
1,4,Reporting,20,Q6,SELECT,9.6164,True
1,4,Reporting,21,U_orders,UPDATE,0.7143,True
1,4,Reporting,22,Q1,SELECT,26.6852,True
1,4,Reporting,23,Q14,SELECT,10.478,True
1,4,Reporting,24,U_orders,UPDATE,0.3367,True
1,4,Reporting,25,Q4,SELECT,11.4904,True
1,4,Reporting,26,Q6,SELECT,9.4226,True
1,4,Reporting,27,U_orders,UPDATE,0.3715,True
1,4,Reporting,28,Q4,SELECT,10.5617,True
1,4,Reporting,29,Q12,SELECT,15.2704,True
1,5,Reporting,0,Q1,SELECT,27.5499,True
1,5,Reporting,1,Q12,SELECT,16.0971,True
1,5,Reporting,2,Q12,SELECT,15.8636,True
1,5,Reporting,3,Q1,SELECT,27.5182,True
1,5,Reporting,4,Q1,SELECT,28.3812,True
1,5,Reporting,5,Q1,SELECT,27.7477,True
1,5,Reporting,6,Q12,SELECT,16.2217,True
1,5,Reporting,7,Q1,SELECT,26.421,True
1,5,Reporting,8,Q12,SELECT,16.4326,True
1,5,Reporting,9,Q6,SELECT,9.4751,True
1,5,Reporting,10,Q1,SELECT,27.0955,True
1,5,Reporting,11,Q14,SELECT,10.2829,True
1,5,Reporting,12,Q12,SELECT,15.9672,True
1,5,Reporting,13,Q1,SELECT,27.33,True
1,5,Reporting,14,U_orders,UPDATE,0.6727,True
1,5,Reporting,15,U_orders,UPDATE,0.2027,True
1,5,Reporting,16,U_orders,UPDATE,0.2034,True
1,5,Reporting,17,Q1,SELECT,27.3464,True
1,5,Reporting,18,U_orders,UPDATE,0.421,True
1,5,Reporting,19,U_orders,UPDATE,0.2763,True
1,5,Reporting,20,Q4,SELECT,11.1675,True
1,5,Reporting,21,Q6,SELECT,9.8463,True
1,5,Reporting,22,Q4,SELECT,11.402,True
1,5,Reporting,23,Q6,SELECT,9.6657,True
1,5,Reporting,24,Q14,SELECT,9.8976,True
1,5,Reporting,25,Q14,SELECT,9.6955,True
1,5,Reporting,26,U_orders,UPDATE,0.6715,True
1,5,Reporting,27,Q4,SELECT,10.5483,True
1,5,Reporting,28,Q6,SELECT,9.2539,True
1,5,Reporting,29,Q6,SELECT,9.6655,True
1,6,Reporting,0,Q12,SELECT,15.9783,True
1,6,Reporting,1,U_orders,UPDATE,0.4046,True
1,6,Reporting,2,Q6,SELECT,9.5808,True
1,6,Reporting,3,Q6,SELECT,9.4756,True
1,6,Reporting,4,U_orders,UPDATE,0.3372,True
1,6,Reporting,5,Q6,SELECT,9.96,True
1,6,Reporting,6,Q6,SELECT,9.5869,True
1,6,Reporting,7,Q14,SELECT,10.0456,True
1,6,Reporting,8,Q4,SELECT,11.1302,True
1,6,Reporting,9,Q14,SELECT,9.847,True
1,6,Reporting,10,U_orders,UPDATE,0.3586,True
1,6,Reporting,11,Q1,SELECT,27.5406,True
1,6,Reporting,12,Q14,SELECT,9.9852,True
1,6,Reporting,13,Q6,SELECT,9.7295,True
1,6,Reporting,14,Q14,SELECT,9.8816,True
1,6,Reporting,15,Q6,SELECT,9.3981,True
1,6,Reporting,16,Q1,SELECT,26.7613,True
1,6,Reporting,17,Q4,SELECT,11.3105,True
1,6,Reporting,18,U_orders,UPDATE,0.419,True
1,6,Reporting,19,Q1,SELECT,26.629,True
1,6,Reporting,20,Q14,SELECT,10.0833,True
1,6,Reporting,21,Q1,SELECT,26.8506,True
1,6,Reporting,22,U_orders,UPDATE,0.6222,True
1,6,Reporting,23,Q6,SELECT,9.8794,True
1,6,Reporting,24,Q1,SELECT,26.7405,True
1,6,Reporting,25,Q1,SELECT,27.1832,True
1,6,Reporting,26,U_orders,UPDATE,0.6417,True
1,6,Reporting,27,Q14,SELECT,10.2758,True
1,6,Reporting,28,Q1,SELECT,26.8183,True
1,6,Reporting,29,Q6,SELECT,9.9262,True
1,7,Reporting,0,Q12,SELECT,15.8038,True
1,7,Reporting,1,Q14,SELECT,10.516,True
1,7,Reporting,2,Q14,SELECT,10.3743,True
1,7,Reporting,3,Q1,SELECT,27.7417,True
1,7,Reporting,4,Q12,SELECT,16.0091,True
1,7,Reporting,5,Q14,SELECT,9.9407,True
1,7,Reporting,6,Q14,SELECT,10.207,True
1,7,Reporting,7,Q4,SELECT,10.8933,True
1,7,Reporting,8,Q12,SELECT,15.4697,True
1,7,Reporting,9,Q1,SELECT,27.1733,True
1,7,Reporting,10,Q1,SELECT,27.2679,True
1,7,Reporting,11,Q6,SELECT,9.5792,True
1,7,Reporting,12,U_orders,UPDATE,0.6926,True
1,7,Reporting,13,Q1,SELECT,26.9865,True
1,7,Reporting,14,Q1,SELECT,28.1616,True
1,7,Reporting,15,Q4,SELECT,11.5743,True
1,7,Reporting,16,Q6,SELECT,9.3647,True
1,7,Reporting,17,U_orders,UPDATE,0.6348,True
1,7,Reporting,18,Q1,SELECT,27.3292,True
1,7,Reporting,19,U_orders,UPDATE,0.296,True
1,7,Reporting,20,U_orders,UPDATE,0.2054,True
1,7,Reporting,21,Q14,SELECT,10.1826,True
1,7,Reporting,22,Q14,SELECT,10.145,True
1,7,Reporting,23,U_orders,UPDATE,0.3928,True
1,7,Reporting,24,Q12,SELECT,15.8378,True
1,7,Reporting,25,Q6,SELECT,9.4077,True
1,7,Reporting,26,Q6,SELECT,10.5802,True
1,7,Reporting,27,Q14,SELECT,20.723,True
1,7,Reporting,28,U_orders,UPDATE,0.2877,True
1,7,Reporting,29,Q4,SELECT,13.3063,True
1,8,JoinHeavy,0,Q3,SELECT,14.7636,True
1,8,JoinHeavy,1,Q7,SELECT,11.9938,True
1,8,JoinHeavy,2,Q18,SELECT,62.6335,True
1,8,JoinHeavy,3,Q7,SELECT,11.6635,True
1,8,JoinHeavy,4,Q5,SELECT,7.4991,True
1,8,JoinHeavy,5,Q5,SELECT,6.5571,True
1,8,JoinHeavy,6,Q3,SELECT,14.4602,True
1,8,JoinHeavy,7,Q10,SELECT,15.0865,True
1,8,JoinHeavy,8,Q5,SELECT,8.3702,True
1,8,JoinHeavy,9,Q10,SELECT,14.6179,True
1,8,JoinHeavy,10,Q3,SELECT,14.0601,True
1,8,JoinHeavy,11,Q3,SELECT,13.9457,True
1,8,JoinHeavy,12,Q10,SELECT,14.7767,True
1,8,JoinHeavy,13,Q10,SELECT,15.0003,True
1,8,JoinHeavy,14,Q7,SELECT,12.093,True
1,8,JoinHeavy,15,Q3,SELECT,14.5454,True
1,8,JoinHeavy,16,Q5,SELECT,7.8512,True
1,8,JoinHeavy,17,Q5,SELECT,6.6859,True
1,8,JoinHeavy,18,Q5,SELECT,6.6213,True
1,8,JoinHeavy,19,Q10,SELECT,15.0282,True
1,8,JoinHeavy,20,Q18,SELECT,59.7333,True
1,8,JoinHeavy,21,Q5,SELECT,8.0887,True
1,8,JoinHeavy,22,I_customer,INSERT,0.7314,True
1,8,JoinHeavy,23,I_customer,INSERT,0.2177,True
1,8,JoinHeavy,24,I_customer,INSERT,0.1684,True
1,8,JoinHeavy,25,I_customer,INSERT,0.1669,True
1,8,JoinHeavy,26,I_customer,INSERT,0.1655,True
1,8,JoinHeavy,27,I_customer,INSERT,0.1562,True
1,8,JoinHeavy,28,I_customer,INSERT,0.1489,True
1,8,JoinHeavy,29,I_customer,INSERT,0.1481,True
1,8,JoinHeavy,30,I_customer,INSERT,0.1422,True
1,8,JoinHeavy,31,I_customer,INSERT,0.135,True
1,8,JoinHeavy,32,I_customer,INSERT,0.1288,True
1,8,JoinHeavy,33,I_customer,INSERT,0.1275,True
1,8,JoinHeavy,34,I_customer,INSERT,0.133,True
1,8,JoinHeavy,35,I_customer,INSERT,0.1332,True
1,8,JoinHeavy,36,I_customer,INSERT,0.133,True
1,8,JoinHeavy,37,I_customer,INSERT,0.1368,True
1,8,JoinHeavy,38,I_customer,INSERT,0.1348,True
1,8,JoinHeavy,39,I_customer,INSERT,0.2004,True
1,9,JoinHeavy,0,Q7,SELECT,11.218,True
1,9,JoinHeavy,1,Q18,SELECT,59.0672,True
1,9,JoinHeavy,2,Q10,SELECT,16.0389,True
1,9,JoinHeavy,3,Q10,SELECT,15.2592,True
1,9,JoinHeavy,4,Q18,SELECT,60.7406,True
1,9,JoinHeavy,5,Q5,SELECT,8.1906,True
1,9,JoinHeavy,6,Q3,SELECT,14.5701,True
1,9,JoinHeavy,7,Q10,SELECT,14.829,True
1,9,JoinHeavy,8,Q10,SELECT,14.617,True
1,9,JoinHeavy,9,Q5,SELECT,8.0958,True
1,9,JoinHeavy,10,Q3,SELECT,14.8348,True
1,9,JoinHeavy,11,Q10,SELECT,15.1412,True
1,9,JoinHeavy,12,Q3,SELECT,14.4895,True
1,9,JoinHeavy,13,Q3,SELECT,13.9158,True
1,9,JoinHeavy,14,Q3,SELECT,13.6055,True
1,9,JoinHeavy,15,Q3,SELECT,13.9044,True
1,9,JoinHeavy,16,Q7,SELECT,12.0767,True
1,9,JoinHeavy,17,Q18,SELECT,58.945,True
1,9,JoinHeavy,18,Q3,SELECT,14.0805,True
1,9,JoinHeavy,19,Q5,SELECT,7.6939,True
1,9,JoinHeavy,20,Q10,SELECT,14.6227,True
1,9,JoinHeavy,21,Q5,SELECT,8.3944,True
1,9,JoinHeavy,22,I_customer,INSERT,0.7507,True
1,9,JoinHeavy,23,I_customer,INSERT,0.2942,True
1,9,JoinHeavy,24,I_customer,INSERT,0.2468,True
1,9,JoinHeavy,25,I_customer,INSERT,0.22,True
1,9,JoinHeavy,26,I_customer,INSERT,0.2137,True
1,9,JoinHeavy,27,I_customer,INSERT,0.2119,True
1,9,JoinHeavy,28,I_customer,INSERT,0.2086,True
1,9,JoinHeavy,29,I_customer,INSERT,0.2082,True
1,9,JoinHeavy,30,I_customer,INSERT,0.2047,True
1,9,JoinHeavy,31,I_customer,INSERT,0.2151,True
1,9,JoinHeavy,32,I_customer,INSERT,0.2045,True
1,9,JoinHeavy,33,I_customer,INSERT,0.146,True
1,9,JoinHeavy,34,I_customer,INSERT,0.1474,True
1,9,JoinHeavy,35,I_customer,INSERT,0.154,True
1,9,JoinHeavy,36,I_customer,INSERT,0.1693,True
1,9,JoinHeavy,37,I_customer,INSERT,0.1569,True
1,9,JoinHeavy,38,I_customer,INSERT,0.1736,True
1,9,JoinHeavy,39,I_customer,INSERT,0.15,True
1,10,JoinHeavy,0,Q7,SELECT,10.8847,True
1,10,JoinHeavy,1,Q5,SELECT,6.8751,True
1,10,JoinHeavy,2,Q5,SELECT,6.4092,True
1,10,JoinHeavy,3,Q7,SELECT,10.5487,True
1,10,JoinHeavy,4,Q7,SELECT,11.2554,True
1,10,JoinHeavy,5,Q5,SELECT,7.5161,True
1,10,JoinHeavy,6,Q5,SELECT,6.7267,True
1,10,JoinHeavy,7,Q5,SELECT,6.9272,True
1,10,JoinHeavy,8,Q7,SELECT,11.1273,True
1,10,JoinHeavy,9,Q7,SELECT,9.9829,True
1,10,JoinHeavy,10,Q18,SELECT,58.3997,True
1,10,JoinHeavy,11,Q7,SELECT,11.6195,True
1,10,JoinHeavy,12,Q10,SELECT,14.7702,True
1,10,JoinHeavy,13,Q3,SELECT,13.6938,True
1,10,JoinHeavy,14,Q3,SELECT,13.7079,True
1,10,JoinHeavy,15,Q3,SELECT,13.9209,True
1,10,JoinHeavy,16,Q10,SELECT,15.2724,True
1,10,JoinHeavy,17,Q5,SELECT,8.2957,True
1,10,JoinHeavy,18,Q5,SELECT,6.8196,True
1,10,JoinHeavy,19,Q5,SELECT,6.6677,True
1,10,JoinHeavy,20,Q3,SELECT,14.2531,True
1,10,JoinHeavy,21,Q7,SELECT,11.4212,True
1,10,JoinHeavy,22,I_customer,INSERT,0.2835,True
1,10,JoinHeavy,23,I_customer,INSERT,0.147,True
1,10,JoinHeavy,24,I_customer,INSERT,0.1299,True
1,10,JoinHeavy,25,I_customer,INSERT,0.1225,True
1,10,JoinHeavy,26,I_customer,INSERT,0.1174,True
1,10,JoinHeavy,27,I_customer,INSERT,0.1212,True
1,10,JoinHeavy,28,I_customer,INSERT,0.1197,True
1,10,JoinHeavy,29,I_customer,INSERT,0.1216,True
1,10,JoinHeavy,30,I_customer,INSERT,0.122,True
1,10,JoinHeavy,31,I_customer,INSERT,0.1581,True
1,10,JoinHeavy,32,I_customer,INSERT,0.1302,True
1,10,JoinHeavy,33,I_customer,INSERT,0.1399,True
1,10,JoinHeavy,34,I_customer,INSERT,0.1225,True
1,10,JoinHeavy,35,I_customer,INSERT,0.1191,True
1,10,JoinHeavy,36,I_customer,INSERT,0.1178,True
1,10,JoinHeavy,37,I_customer,INSERT,0.275,True
1,10,JoinHeavy,38,I_customer,INSERT,0.1177,True
1,10,JoinHeavy,39,I_customer,INSERT,0.1154,True
1,11,JoinHeavy,0,Q5,SELECT,6.9998,True
1,11,JoinHeavy,1,Q7,SELECT,10.3635,True
1,11,JoinHeavy,2,Q3,SELECT,14.1276,True
1,11,JoinHeavy,3,Q18,SELECT,59.3381,True
1,11,JoinHeavy,4,Q3,SELECT,14.5627,True
1,11,JoinHeavy,5,Q5,SELECT,8.4388,True
1,11,JoinHeavy,6,Q5,SELECT,6.8604,True
1,11,JoinHeavy,7,Q3,SELECT,14.1673,True
1,11,JoinHeavy,8,Q7,SELECT,11.8918,True
1,11,JoinHeavy,9,Q5,SELECT,7.3275,True
1,11,JoinHeavy,10,Q18,SELECT,59.0756,True
1,11,JoinHeavy,11,Q5,SELECT,7.8585,True
1,11,JoinHeavy,12,Q3,SELECT,14.0075,True
1,11,JoinHeavy,13,Q3,SELECT,13.6623,True
1,11,JoinHeavy,14,Q7,SELECT,12.1738,True
1,11,JoinHeavy,15,Q3,SELECT,14.3848,True
1,11,JoinHeavy,16,Q3,SELECT,13.65,True
1,11,JoinHeavy,17,Q5,SELECT,7.6638,True
1,11,JoinHeavy,18,Q3,SELECT,13.7717,True
1,11,JoinHeavy,19,Q3,SELECT,13.8627,True
1,11,JoinHeavy,20,Q3,SELECT,14.3518,True
1,11,JoinHeavy,21,Q7,SELECT,11.8578,True
1,11,JoinHeavy,22,I_customer,INSERT,0.7225,True
1,11,JoinHeavy,23,I_customer,INSERT,0.251,True
1,11,JoinHeavy,24,I_customer,INSERT,0.2248,True
1,11,JoinHeavy,25,I_customer,INSERT,0.2397,True
1,11,JoinHeavy,26,I_customer,INSERT,0.2552,True
1,11,JoinHeavy,27,I_customer,INSERT,0.2063,True
1,11,JoinHeavy,28,I_customer,INSERT,0.155,True
1,11,JoinHeavy,29,I_customer,INSERT,0.1554,True
1,11,JoinHeavy,30,I_customer,INSERT,0.1589,True
1,11,JoinHeavy,31,I_customer,INSERT,0.149,True
1,11,JoinHeavy,32,I_customer,INSERT,0.1454,True
1,11,JoinHeavy,33,I_customer,INSERT,0.1421,True
1,11,JoinHeavy,34,I_customer,INSERT,0.1422,True
1,11,JoinHeavy,35,I_customer,INSERT,0.1447,True
1,11,JoinHeavy,36,I_customer,INSERT,0.1422,True
1,11,JoinHeavy,37,I_customer,INSERT,0.1824,True
1,11,JoinHeavy,38,I_customer,INSERT,0.1477,True
1,11,JoinHeavy,39,I_customer,INSERT,0.1503,True
1,12,JoinHeavy,0,Q3,SELECT,13.8423,True
1,12,JoinHeavy,1,Q5,SELECT,7.6198,True
1,12,JoinHeavy,2,Q3,SELECT,13.582,True
1,12,JoinHeavy,3,Q3,SELECT,14.1081,True
1,12,JoinHeavy,4,Q7,SELECT,11.8768,True
1,12,JoinHeavy,5,Q3,SELECT,14.3343,True
1,12,JoinHeavy,6,Q10,SELECT,14.7463,True
1,12,JoinHeavy,7,Q3,SELECT,13.6987,True
1,12,JoinHeavy,8,Q7,SELECT,11.5413,True
1,12,JoinHeavy,9,Q7,SELECT,10.12,True
1,12,JoinHeavy,10,Q5,SELECT,7.3784,True
1,12,JoinHeavy,11,Q3,SELECT,14.2404,True
1,12,JoinHeavy,12,Q5,SELECT,8.0726,True
1,12,JoinHeavy,13,Q3,SELECT,14.4933,True
1,12,JoinHeavy,14,Q7,SELECT,12.292,True
1,12,JoinHeavy,15,Q10,SELECT,14.6386,True
1,12,JoinHeavy,16,Q3,SELECT,13.8237,True
1,12,JoinHeavy,17,Q10,SELECT,15.0636,True
1,12,JoinHeavy,18,Q18,SELECT,59.5018,True
1,12,JoinHeavy,19,Q10,SELECT,14.811,True
1,12,JoinHeavy,20,Q3,SELECT,14.3915,True
1,12,JoinHeavy,21,Q3,SELECT,14.4196,True
1,12,JoinHeavy,22,I_customer,INSERT,0.8875,True
1,12,JoinHeavy,23,I_customer,INSERT,0.3092,True
1,12,JoinHeavy,24,I_customer,INSERT,0.2453,True
1,12,JoinHeavy,25,I_customer,INSERT,0.2259,True
1,12,JoinHeavy,26,I_customer,INSERT,0.225,True
1,12,JoinHeavy,27,I_customer,INSERT,0.2185,True
1,12,JoinHeavy,28,I_customer,INSERT,0.1871,True
1,12,JoinHeavy,29,I_customer,INSERT,0.1536,True
1,12,JoinHeavy,30,I_customer,INSERT,0.1508,True
1,12,JoinHeavy,31,I_customer,INSERT,0.1483,True
1,12,JoinHeavy,32,I_customer,INSERT,0.1457,True
1,12,JoinHeavy,33,I_customer,INSERT,0.1435,True
1,12,JoinHeavy,34,I_customer,INSERT,0.1454,True
1,12,JoinHeavy,35,I_customer,INSERT,0.1421,True
1,12,JoinHeavy,36,I_customer,INSERT,0.1453,True
1,12,JoinHeavy,37,I_customer,INSERT,0.1449,True
1,12,JoinHeavy,38,I_customer,INSERT,0.1463,True
1,12,JoinHeavy,39,I_customer,INSERT,0.1426,True
1,13,JoinHeavy,0,Q3,SELECT,13.45,True
1,13,JoinHeavy,1,Q5,SELECT,7.9308,True
1,13,JoinHeavy,2,Q10,SELECT,14.6105,True
1,13,JoinHeavy,3,Q5,SELECT,7.9149,True
1,13,JoinHeavy,4,Q3,SELECT,15.1801,True
1,13,JoinHeavy,5,Q10,SELECT,14.7919,True
1,13,JoinHeavy,6,Q5,SELECT,7.7383,True
1,13,JoinHeavy,7,Q3,SELECT,13.9075,True
1,13,JoinHeavy,8,Q7,SELECT,11.961,True
1,13,JoinHeavy,9,Q7,SELECT,10.2177,True
1,13,JoinHeavy,10,Q5,SELECT,7.745,True
1,13,JoinHeavy,11,Q5,SELECT,7.6135,True
1,13,JoinHeavy,12,Q3,SELECT,13.9871,True
1,13,JoinHeavy,13,Q3,SELECT,13.7193,True
1,13,JoinHeavy,14,Q5,SELECT,7.6157,True
1,13,JoinHeavy,15,Q10,SELECT,14.4582,True
1,13,JoinHeavy,16,Q3,SELECT,13.6429,True
1,13,JoinHeavy,17,Q10,SELECT,14.8513,True
1,13,JoinHeavy,18,Q3,SELECT,14.6922,True
1,13,JoinHeavy,19,Q5,SELECT,8.0833,True
1,13,JoinHeavy,20,Q3,SELECT,13.8614,True
1,13,JoinHeavy,21,Q10,SELECT,14.5208,True
1,13,JoinHeavy,22,I_customer,INSERT,0.6694,True
1,13,JoinHeavy,23,I_customer,INSERT,0.2248,True
1,13,JoinHeavy,24,I_customer,INSERT,0.236,True
1,13,JoinHeavy,25,I_customer,INSERT,0.2209,True
1,13,JoinHeavy,26,I_customer,INSERT,0.2184,True
1,13,JoinHeavy,27,I_customer,INSERT,0.2178,True
1,13,JoinHeavy,28,I_customer,INSERT,0.2184,True
1,13,JoinHeavy,29,I_customer,INSERT,0.2141,True
1,13,JoinHeavy,30,I_customer,INSERT,0.2034,True
1,13,JoinHeavy,31,I_customer,INSERT,0.2047,True
1,13,JoinHeavy,32,I_customer,INSERT,0.2075,True
1,13,JoinHeavy,33,I_customer,INSERT,0.2078,True
1,13,JoinHeavy,34,I_customer,INSERT,0.2023,True
1,13,JoinHeavy,35,I_customer,INSERT,0.2047,True
1,13,JoinHeavy,36,I_customer,INSERT,0.203,True
1,13,JoinHeavy,37,I_customer,INSERT,0.1891,True
1,13,JoinHeavy,38,I_customer,INSERT,0.1648,True
1,13,JoinHeavy,39,I_customer,INSERT,0.1562,True
1,14,JoinHeavy,0,Q10,SELECT,14.5899,True
1,14,JoinHeavy,1,Q10,SELECT,14.5238,True
1,14,JoinHeavy,2,Q3,SELECT,14.3473,True
1,14,JoinHeavy,3,Q3,SELECT,14.8907,True
