run,w_from,w_to,phase_from,phase_to,cross_phase,S_R,S_V,S_T,S_A,S_P,HSM
2,3,4,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7523,0.9628
2,4,5,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7568,0.9635
2,5,6,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8553,0.9783
2,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7835,0.9675
2,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2396,0.673,0.667
2,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6461,0.9469
2,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7605,0.9641
2,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8245,0.9737
2,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6651,0.9498
2,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8367,0.9755
2,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6484,0.9473
2,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.5738,0.9361
2,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5958,0.6607
2,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8593,0.9789
2,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7755,0.9663
2,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8202,0.973
2,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7588,0.9638
2,20,21,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7864,0.968
2,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7935,0.969
2,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.6695,0.9504
2,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3833,0.5753,0.6584
2,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7116,0.9567
2,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.5932,0.9342
2,26,27,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6508,0.9167
2,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6772,0.9206
2,28,29,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.5591,0.9029
2,29,30,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.5837,0.907
2,30,31,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.5787,0.9063
3,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7934,0.969
3,1,2,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7646,0.9647
3,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8536,0.978
3,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.9464,0.9853
3,4,5,Reporting,Reporting,False,1.0,1.0,1.0,0.7333,0.7939,0.9157
3,5,6,Reporting,Reporting,False,1.0,1.0,1.0,0.7667,0.8616,0.9326
3,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8128,0.9719
3,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2396,0.6322,0.6608
3,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8463,0.9769
3,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8027,0.9704
3,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6399,0.946
3,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6804,0.9521
3,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7805,0.9671
3,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8079,0.9712
3,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8742,0.9811
3,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.4336,0.6364
3,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.6397,0.9401
3,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7467,0.9561
3,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.81,0.9715
3,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7076,0.9561
3,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.6998,0.9373
3,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8317,0.9571
3,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7095,0.9564
3,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3879,0.6082,0.6642
3,24,25,Customer,Customer,False,1.0,1.0,1.0,0.9048,0.8019,0.9512
3,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9286,0.6656,0.9355
3,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.5459,0.9057
3,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.5515,0.9018
3,28,29,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.5423,0.9266
3,29,30,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7119,0.9568
3,30,31,Customer,Customer,False,1.0,1.0,1.0,0.869,0.5532,0.9068
4,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8554,0.9783
4,1,2,Reporting,Reporting,False,1.0,1.0,1.0,0.9333,0.8125,0.9585
4,2,3,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8051,0.9641
4,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.8333,0.8606,0.9458
4,4,5,Reporting,Reporting,False,1.0,1.0,1.0,0.8571,0.7873,0.9395
4,5,6,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8413,0.9695
4,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8854,0.9828
4,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2396,0.5858,0.6539
4,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9794,0.9969
4,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8396,0.9759
4,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.823,0.9598
4,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.8956,0.9707
4,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6994,0.9549
4,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6449,0.9467
4,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8088,0.9713
4,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5076,0.6475
4,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7561,0.9634
4,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7872,0.9681
4,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7721,0.9658
4,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8433,0.9765
4,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.7859,0.9502
4,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.8824,0.6974,0.9311
4,22,23,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7643,0.9588
4,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3879,0.466,0.6429
4,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.3834,0.9075
4,25,26,Customer,Customer,False,1.0,1.0,1.0,1.0,0.8738,0.9811
4,26,27,Customer,Customer,False,1.0,1.0,1.0,1.0,0.536,0.9304
4,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.7644,0.9337
4,28,29,Customer,Customer,False,1.0,1.0,1.0,1.0,0.3728,0.9059
4,29,30,Customer,Customer,False,1.0,1.0,1.0,0.869,0.6693,0.9242
4,30,31,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7272,0.9186
5,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.6282,0.9442
5,1,2,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8973,0.9779
5,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7321,0.9598
5,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8322,0.9682
5,4,5,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.873,0.981
5,5,6,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7951,0.9693
5,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8058,0.9709
5,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2291,0.5087,0.6402
5,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.7954,0.9557
5,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.7819,0.9537
5,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9162,0.9738
5,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9426,0.9914
5,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9426,0.9778
5,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.7614,0.9506
5,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.6166,0.9425
5,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5712,0.657
5,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.772,0.9482
5,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.6008,0.9225
5,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8668,0.98
5,19,20,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7059,0.95
5,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7605,0.9582
5,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.6964,0.9545
5,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8954,0.9843
5,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.4286,0.5797,0.6681
5,24,25,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7276,0.9187
5,25,26,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.6612,0.9087
5,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.6086,0.9151
5,27,28,Customer,Customer,False,1.0,1.0,1.0,1.0,0.4074,0.9111
5,28,29,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.5883,0.8859
5,29,30,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.6031,0.8881
5,30,31,Customer,Customer,False,1.0,1.0,1.0,1.0,0.5009,0.9251
