run,w_from,w_to,phase_from,phase_to,cross_phase,S_R,S_V,S_T,S_A,S_P,HSM
1,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.619,0.8929
1,28,29,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6857,0.9062
1,29,30,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6952,0.9081
1,30,31,Customer,Customer,False,1.0,1.0,1.0,1.0,0.8571,0.9714
2,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.6667,0.9333
2,1,2,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.6381,0.9276
2,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7714,0.9543
2,3,4,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8571,0.9714
2,4,5,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8381,0.9676
2,5,6,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8381,0.9676
2,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7143,0.9429
2,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7508,0.2396,0.6857,0.6617
2,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8667,0.9733
2,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8381,0.9676
2,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8476,0.9695
2,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7143,0.9429
2,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7619,0.9524
2,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7429,0.9486
2,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8,0.96
2,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7603,0.379,0.6857,0.6701
2,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8667,0.9733
2,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.781,0.9562
2,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7429,0.9486
2,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8286,0.9657
2,20,21,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.6857,0.9371
2,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7619,0.9524
2,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7905,0.9581
2,23,24,Procurement,Customer,True,0.66,0.9076,0.6946,0.3833,0.7524,0.6796
2,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.8952,0.979
2,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.7619,0.9476
2,26,27,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6571,0.9005
2,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.7238,0.9138
2,28,29,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.781,0.9252
2,29,30,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.7238,0.9142
2,30,31,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.8667,0.9428
3,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.781,0.9562
3,1,2,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.6952,0.939
3,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7905,0.9581
3,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.6476,0.9229
3,4,5,Reporting,Reporting,False,1.0,1.0,1.0,0.7333,0.8667,0.92
3,5,6,Reporting,Reporting,False,1.0,1.0,1.0,0.7667,0.6952,0.8924
3,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7238,0.9448
3,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7508,0.2396,0.7524,0.6751
3,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7143,0.9429
3,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7714,0.9543
3,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7714,0.9543
3,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8952,0.979
3,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8762,0.9752
3,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8095,0.9619
3,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9048,0.981
3,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7603,0.379,0.8095,0.6948
3,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7905,0.9522
3,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7143,0.937
3,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7143,0.9429
3,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.6571,0.9314
3,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8,0.9424
3,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8286,0.9481
3,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7143,0.9429
3,23,24,Procurement,Customer,True,0.66,0.9076,0.6946,0.3879,0.8095,0.6919
3,24,25,Customer,Customer,False,1.0,1.0,1.0,0.9048,0.7619,0.9333
3,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9286,0.7048,0.9267
3,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.7048,0.9148
3,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6952,0.9081
3,28,29,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.8,0.9552
3,29,30,Customer,Customer,False,1.0,1.0,1.0,1.0,0.6381,0.9276
3,30,31,Customer,Customer,False,1.0,1.0,1.0,0.869,0.819,0.9376
