run,w_from,w_to,phase_from,phase_to,cross_phase,S_R,S_V,S_T,S_A,S_P,HSM
4,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9618,0.9806
4,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9249,0.9751
4,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8971,0.9846
4,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9037,0.9856
4,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9528,0.9929
4,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5761,0.6578
4,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8113,0.9717
4,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7871,0.9681
4,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8588,0.9788
4,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8129,0.9719
4,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.9065,0.9683
4,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.8824,0.7266,0.9355
4,22,23,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.8022,0.9644
4,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3879,0.5664,0.658
4,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.6846,0.9527
4,25,26,Customer,Customer,False,1.0,1.0,1.0,1.0,0.8857,0.9829
4,26,27,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7164,0.9575
4,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.8935,0.9531
4,28,29,Customer,Customer,False,1.0,1.0,1.0,1.0,0.6798,0.952
4,29,30,Customer,Customer,False,1.0,1.0,1.0,0.869,0.8269,0.9478
4,30,31,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.8749,0.9408
5,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8625,0.9794
5,1,2,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.6799,0.9453
5,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7424,0.9614
5,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.869,0.9737
5,4,5,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.899,0.9849
5,5,6,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7216,0.9582
5,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7202,0.958
5,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2291,0.6804,0.666
5,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9398,0.9773
5,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9285,0.9756
5,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9515,0.9791
5,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.977,0.9966
5,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9769,0.9829
5,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9379,0.9771
5,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9428,0.9914
5,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.6233,0.6649
5,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.7346,0.9425
5,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.7448,0.9441
5,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.932,0.9898
5,19,20,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.8031,0.9646
5,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.6423,0.9405
5,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7423,0.9614
5,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8347,0.9752
5,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.4286,0.609,0.6725
5,24,25,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.9038,0.9451
5,25,26,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7816,0.9268
5,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.8374,0.9494
5,27,28,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7391,0.9609
5,28,29,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.8028,0.918
5,29,30,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.7916,0.9164
5,30,31,Customer,Customer,False,1.0,1.0,1.0,1.0,0.6924,0.9539
