run,w_from,w_to,phase_from,phase_to,cross_phase,S_R,S_V,S_T,S_A,S_P,HSM
2,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8654,0.9798
2,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7674,0.9651
2,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7218,0.9583
2,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5944,0.6605
2,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8595,0.9789
2,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7739,0.9661
2,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8349,0.9752
2,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8043,0.9706
2,20,21,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7913,0.9687
2,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8525,0.9779
2,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7232,0.9585
2,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3833,0.5901,0.6606
2,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7767,0.9665
2,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.6431,0.9417
2,26,27,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.7135,0.9261
2,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.7361,0.9295
2,28,29,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6424,0.9154
2,29,30,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.6628,0.9189
2,30,31,Customer,Customer,False,1.0,1.0,1.0,0.8474,0.6667,0.9195
3,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8624,0.9794
3,1,2,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7475,0.9621
3,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7742,0.9661
3,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8481,0.9706
3,4,5,Reporting,Reporting,False,1.0,1.0,1.0,0.7333,0.8006,0.9168
3,5,6,Reporting,Reporting,False,1.0,1.0,1.0,0.7667,0.8255,0.9272
3,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7446,0.9617
3,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2396,0.5867,0.654
3,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8784,0.9818
3,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8598,0.979
3,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7599,0.964
3,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7892,0.9684
3,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8526,0.9779
3,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8691,0.9804
3,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9167,0.9875
3,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.4694,0.6418
3,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.685,0.9469
3,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7606,0.9582
3,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8482,0.9772
3,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.735,0.9602
3,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.7399,0.9433
3,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8349,0.9576
3,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7694,0.9654
3,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3879,0.701,0.6782
3,24,25,Customer,Customer,False,1.0,1.0,1.0,0.9048,0.821,0.9541
3,25,26,Customer,Customer,False,1.0,1.0,1.0,0.9286,0.7368,0.9462
3,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.6072,0.9149
3,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.6166,0.9115
3,28,29,Customer,Customer,False,1.0,1.0,1.0,0.9762,0.5944,0.9344
3,29,30,Customer,Customer,False,1.0,1.0,1.0,1.0,0.7517,0.9628
3,30,31,Customer,Customer,False,1.0,1.0,1.0,0.869,0.6071,0.9149
4,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7626,0.9644
4,1,2,Reporting,Reporting,False,1.0,1.0,1.0,0.9333,0.8959,0.971
4,2,3,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8802,0.9754
4,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.8333,0.7394,0.9276
4,4,5,Reporting,Reporting,False,1.0,1.0,1.0,0.8571,0.8456,0.9483
4,5,6,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.7985,0.9631
4,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7467,0.962
4,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2396,0.6815,0.6682
4,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9736,0.996
4,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9132,0.987
4,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9036,0.9719
4,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9296,0.9758
4,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7956,0.9693
4,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7451,0.9618
4,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.8557,0.9784
4,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5433,0.6529
4,16,17,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7818,0.9673
4,17,18,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8026,0.9704
4,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7843,0.9676
4,19,20,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8739,0.9811
4,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8186,0.9551
4,21,22,Procurement,Procurement,False,1.0,1.0,1.0,0.8824,0.7417,0.9377
4,22,23,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.796,0.9635
4,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.3879,0.4978,0.6477
4,24,25,Customer,Customer,False,1.0,1.0,1.0,1.0,0.4962,0.9244
4,25,26,Customer,Customer,False,1.0,1.0,1.0,1.0,0.8964,0.9845
4,26,27,Customer,Customer,False,1.0,1.0,1.0,1.0,0.584,0.9376
4,27,28,Customer,Customer,False,1.0,1.0,1.0,0.8452,0.7955,0.9384
4,28,29,Customer,Customer,False,1.0,1.0,1.0,1.0,0.4431,0.9165
4,29,30,Customer,Customer,False,1.0,1.0,1.0,0.869,0.7047,0.9295
4,30,31,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7639,0.9241
5,0,1,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.9479,0.9922
5,1,2,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.7661,0.9582
5,2,3,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8687,0.9803
5,3,4,Reporting,Reporting,False,1.0,1.0,1.0,0.9667,0.8075,0.9645
5,4,5,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.7053,0.9558
5,5,6,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8241,0.9736
5,6,7,Reporting,Reporting,False,1.0,1.0,1.0,1.0,0.8424,0.9764
5,7,8,Reporting,JoinHeavy,True,0.75,0.8826,0.7704,0.2291,0.713,0.6708
5,8,9,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.8933,0.9704
5,9,10,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.8857,0.9692
5,10,11,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9438,0.9779
5,11,12,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.9726,0.9959
5,12,13,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.9598,0.9803
5,13,14,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,0.9318,0.8166,0.9589
5,14,15,JoinHeavy,JoinHeavy,False,1.0,1.0,1.0,1.0,0.7314,0.9597
5,15,16,JoinHeavy,Procurement,True,0.71,0.8154,0.7749,0.379,0.5666,0.6564
5,16,17,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.8065,0.9533
5,17,18,Procurement,Procurement,False,1.0,1.0,1.0,0.9118,0.6512,0.93
5,18,19,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.8825,0.9824
5,19,20,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.7573,0.9577
5,20,21,Procurement,Procurement,False,1.0,1.0,1.0,0.9706,0.8189,0.967
5,21,22,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.7569,0.9635
5,22,23,Procurement,Procurement,False,1.0,1.0,1.0,1.0,0.911,0.9866
5,23,24,Procurement,Customer,True,0.66,0.9076,0.7444,0.4286,0.6107,0.6727
5,24,25,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7806,0.9266
5,25,26,Customer,Customer,False,1.0,1.0,1.0,0.7976,0.7142,0.9166
5,26,27,Customer,Customer,False,1.0,1.0,1.0,0.869,0.6936,0.9278
5,27,28,Customer,Customer,False,1.0,1.0,1.0,1.0,0.5037,0.9256
5,28,29,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.6419,0.8939
5,29,30,Customer,Customer,False,1.0,1.0,1.0,0.7381,0.6749,0.8989
5,30,31,Customer,Customer,False,1.0,1.0,1.0,1.0,0.564,0.9346
