run,window,phase,seq,query,op_type,exec_ms,ok,err,planning_ms,exec_ms_pg,rows_returned,shared_blks_hit,shared_blks_read,temp_blks_written
4,1,Reporting,35,Q14,SELECT,22.8338,True,,0.145,12.57,1,9229,0,0
4,1,Reporting,36,Q14,SELECT,19.7396,True,,0.04,10.39,1,9229,0,0
4,1,Reporting,37,Q1,SELECT,977.8194,True,,0.04,493.54,4,23553,0,0
4,1,Reporting,38,Q12,SELECT,92.7741,True,,0.075,46.226,2,47564,0,0
4,1,Reporting,39,Q6,SELECT,61.2462,True,,0.044,30.611,1,21115,0,0
4,1,Reporting,40,Q14,SELECT,21.8307,True,,0.057,11.861,1,9229,0,0
4,1,Reporting,41,Q12,SELECT,92.8264,True,,0.05,46.029,2,47564,0,0
4,1,Reporting,42,Q1,SELECT,968.861,True,,0.058,502.594,4,23553,0,0
4,1,Reporting,43,Q1,SELECT,942.8723,True,,0.081,486.859,4,23553,0,0
4,1,Reporting,44,Q12,SELECT,92.6308,True,,0.086,45.966,2,47564,0,0
4,1,Reporting,45,Q14,SELECT,22.3825,True,,0.068,12.482,1,9229,0,0
4,1,Reporting,46,Q12,SELECT,98.636,True,,0.081,46.223,2,47564,0,0
4,1,Reporting,47,Q14,SELECT,24.0752,True,,0.088,13.236,1,9229,0,0
4,2,Reporting,48,Q6,SELECT,72.4157,True,,0.201,39.727,1,21115,0,0
4,2,Reporting,49,Q14,SELECT,23.868,True,,0.214,13.165,1,9229,0,0
4,2,Reporting,50,Q1,SELECT,1097.7877,True,,0.054,566.271,4,23556,0,0
4,2,Reporting,51,Q14,SELECT,22.6168,True,,0.084,12.55,1,9229,0,0
4,2,Reporting,52,Q10,SELECT,106.0836,True,,0.408,54.366,20,142305,12,0
4,2,Reporting,53,Q10,SELECT,101.9239,True,,0.226,51.887,20,142314,0,0
4,2,Reporting,54,Q6,SELECT,63.8421,True,,0.058,31.766,1,21115,0,0
4,2,Reporting,55,Q1,SELECT,990.2057,True,,0.071,510.564,4,23553,0,0
4,2,Reporting,56,Q10,SELECT,103.1537,True,,0.237,52.963,20,142314,0,0
4,2,Reporting,57,Q10,SELECT,103.463,True,,0.212,52.63,20,142314,0,0
4,2,Reporting,58,Q12,SELECT,94.6464,True,,0.104,47.079,2,47564,0,0
4,2,Reporting,59,Q1,SELECT,969.197,True,,0.064,489.13,4,23553,0,0
4,2,Reporting,60,Q1,SELECT,965.2322,True,,0.081,493.159,4,23553,0,0
4,2,Reporting,61,Q10,SELECT,104.134,True,,0.213,53.313,20,142314,0,0
4,2,Reporting,62,Q10,SELECT,104.0375,True,,0.202,53.203,20,142314,0,0
4,2,Reporting,63,Q10,SELECT,104.6732,True,,0.202,53.084,20,142314,0,0
4,2,Reporting,64,Q10,SELECT,103.8878,True,,0.19,52.804,20,142314,0,0
4,2,Reporting,65,Q10,SELECT,103.1163,True,,0.222,51.854,20,142314,0,0
4,2,Reporting,66,Q10,SELECT,104.4989,True,,0.205,52.447,20,142314,0,0
4,2,Reporting,67,Q10,SELECT,102.6853,True,,0.197,52.056,20,142314,0,0
4,2,Reporting,68,Q12,SELECT,93.7733,True,,0.092,46.171,2,47564,0,0
4,2,Reporting,69,Q14,SELECT,25.3422,True,,0.078,13.298,1,9229,0,0
4,2,Reporting,70,Q10,SELECT,103.9737,True,,0.217,52.128,20,142314,0,0
4,2,Reporting,71,Q14,SELECT,23.9222,True,,0.064,13.245,1,9229,0,0
4,2,Reporting,72,Q1,SELECT,981.3189,True,,0.045,509.633,4,23553,0,0
4,2,Reporting,73,Q10,SELECT,104.2398,True,,0.211,52.838,20,142314,0,0
4,2,Reporting,74,Q14,SELECT,23.708,True,,0.071,12.952,1,9229,0,0
4,2,Reporting,75,Q10,SELECT,103.2598,True,,0.172,52.443,20,142314,0,0
4,2,Reporting,76,Q10,SELECT,104.3949,True,,0.209,52.631,20,142314,0,0
4,2,Reporting,77,Q6,SELECT,64.5237,True,,0.049,32.248,1,21115,0,0
4,3,Reporting,78,Q14,SELECT,30.3136,True,,0.322,18.745,1,9229,0,0
4,3,Reporting,79,Q14,SELECT,22.4487,True,,0.036,11.515,1,9229,0,0
4,3,Reporting,80,Q1,SELECT,1068.7759,True,,0.063,578.532,4,23556,0,0
4,3,Reporting,81,Q12,SELECT,94.1893,True,,0.261,47.196,2,47564,0,0
4,3,Reporting,82,Q6,SELECT,68.4819,True,,0.054,34.061,1,21115,0,0
4,3,Reporting,83,Q14,SELECT,23.7746,True,,0.07,13.056,1,9229,0,0
4,3,Reporting,84,Q14,SELECT,20.8063,True,,0.051,10.482,1,9229,0,0
4,3,Reporting,85,Q14,SELECT,19.5514,True,,0.036,10.154,1,9229,0,0
4,3,Reporting,86,Q12,SELECT,92.7737,True,,0.054,46.195,2,47564,0,0
4,3,Reporting,87,Q12,SELECT,91.9503,True,,0.072,45.729,2,47564,0,0
4,3,Reporting,88,Q14,SELECT,23.004,True,,0.061,12.273,1,9229,0,0
4,3,Reporting,89,Q14,SELECT,18.9167,True,,0.031,9.893,1,9229,0,0
4,3,Reporting,90,Q12,SELECT,92.9237,True,,0.044,46.203,2,47564,0,0
4,3,Reporting,91,Q1,SELECT,1067.0034,True,,0.057,554.714,4,23553,0,0
4,3,Reporting,92,Q14,SELECT,23.6188,True,,0.064,12.878,1,9229,0,0
4,3,Reporting,93,Q14,SELECT,21.0292,True,,0.041,10.677,1,9229,0,0
4,3,Reporting,94,Q14,SELECT,20.722,True,,0.04,10.572,1,9229,0,0
4,3,Reporting,95,Q12,SELECT,94.0022,True,,0.068,46.594,2,47564,0,0
4,3,Reporting,96,Q12,SELECT,93.1843,True,,0.08,46.179,2,47564,0,0
4,3,Reporting,97,Q14,SELECT,22.929,True,,0.063,12.67,1,9229,0,0
4,3,Reporting,98,Q14,SELECT,19.8535,True,,0.041,10.158,1,9229,0,0
4,4,Reporting,99,Q14,SELECT,30.1265,True,,0.309,18.021,1,9229,0,0
4,4,Reporting,100,Q14,SELECT,23.7059,True,,0.038,11.416,1,9229,0,0
4,4,Reporting,101,Q1,SELECT,998.3732,True,,0.074,516.468,4,23556,0,0
4,4,Reporting,102,Q14,SELECT,22.4947,True,,0.089,12.263,1,9229,0,0
4,4,Reporting,103,Q6,SELECT,59.976,True,,0.022,30.113,1,21115,0,0
4,4,Reporting,104,Q6,SELECT,60.726,True,,0.047,29.995,1,21115,0,0
4,4,Reporting,105,Q14,SELECT,22.8102,True,,0.072,11.93,1,9229,0,0
4,4,Reporting,106,Q14,SELECT,19.1492,True,,0.034,9.898,1,9229,0,0
4,4,Reporting,107,Q6,SELECT,60.4506,True,,0.031,29.991,1,21115,0,0
4,4,Reporting,108,Q6,SELECT,60.3656,True,,0.061,30.045,1,21115,0,0
4,4,Reporting,109,Q6,SELECT,59.2755,True,,0.047,29.602,1,21115,0,0
4,4,Reporting,110,Q14,SELECT,22.5337,True,,0.069,11.909,1,9229,0,0
4,4,Reporting,111,Q1,SELECT,946.187,True,,0.049,482.883,4,23553,0,0
4,4,Reporting,112,Q6,SELECT,63.5162,True,,0.053,31.596,1,21115,0,0
4,4,Reporting,113,Q1,SELECT,958.9054,True,,0.06,487.229,4,23553,0,0
4,4,Reporting,114,Q6,SELECT,63.1322,True,,0.059,31.492,1,21115,0,0
4,4,Reporting,115,Q14,SELECT,22.5113,True,,0.07,12.222,1,9229,0,0
4,4,Reporting,116,Q1,SELECT,948.2948,True,,0.037,482.922,4,23553,0,0
4,4,Reporting,117,Q6,SELECT,62.8917,True,,0.065,31.752,1,21115,0,0
4,5,Reporting,118,Q14,SELECT,30.8298,True,,0.357,18.681,1,9229,0,0
4,5,Reporting,119,Q1,SELECT,963.7928,True,,0.078,494.422,4,23556,0,0
4,5,Reporting,120,Q12,SELECT,94.8763,True,,0.265,46.987,2,47564,0,0
4,5,Reporting,121,Q6,SELECT,65.0245,True,,0.05,31.403,1,21115,0,0
4,5,Reporting,122,Q1,SELECT,984.3031,True,,0.056,503.145,4,23553,0,0
4,5,Reporting,123,Q1,SELECT,956.6524,True,,0.056,486.112,4,23553,0,0
4,5,Reporting,124,Q3,SELECT,62.0573,True,,0.264,30.859,10,128300,10,0
4,5,Reporting,125,Q1,SELECT,988.0281,True,,0.072,510.421,4,23553,0,0
4,5,Reporting,126,Q1,SELECT,948.8382,True,,0.067,491.745,4,23553,0,0
4,5,Reporting,127,Q1,SELECT,938.7839,True,,0.076,473.698,4,23553,0,0
4,5,Reporting,128,Q6,SELECT,61.7542,True,,0.053,30.622,1,21115,0,0
4,5,Reporting,129,Q14,SELECT,22.0656,True,,0.068,12.103,1,9229,0,0
4,5,Reporting,130,Q12,SELECT,92.9079,True,,0.087,45.928,2,47564,0,0
4,5,Reporting,131,Q1,SELECT,938.7599,True,,0.058,478.266,4,23553,0,0
4,5,Reporting,132,Q14,SELECT,22.1775,True,,0.085,12.334,1,9229,0,0
4,5,Reporting,133,Q12,SELECT,93.1046,True,,0.059,46.214,2,47564,0,0
4,5,Reporting,134,Q3,SELECT,58.8661,True,,0.152,29.733,10,128307,0,0
4,5,Reporting,135,Q12,SELECT,93.3865,True,,0.083,46.163,2,47564,0,0
4,5,Reporting,136,Q6,SELECT,64.6208,True,,0.051,32.264,1,21115,0,0
4,5,Reporting,137,Q12,SELECT,92.6952,True,,0.077,46.083,2,47564,0,0
4,5,Reporting,138,Q12,SELECT,92.8393,True,,0.083,45.866,2,47564,0,0
4,5,Reporting,139,Q1,SELECT,961.3567,True,,0.065,495.575,4,23553,0,0
4,6,Reporting,140,Q14,SELECT,30.4486,True,,0.333,18.661,1,9229,0,0
4,6,Reporting,141,Q12,SELECT,95.5885,True,,0.174,47.834,2,47564,0,0
4,6,Reporting,142,Q14,SELECT,24.5211,True,,0.068,13.02,1,9229,0,0
4,6,Reporting,143,Q1,SELECT,1004.908,True,,0.054,535.858,4,23553,0,0
4,6,Reporting,144,Q12,SELECT,103.2525,True,,0.1,46.076,2,47564,0,0
4,6,Reporting,145,Q1,SELECT,947.0598,True,,0.085,485.203,4,23553,0,0
4,6,Reporting,146,Q14,SELECT,22.6393,True,,0.077,11.96,1,9229,0,0
4,6,Reporting,147,Q12,SELECT,92.7265,True,,0.06,46.075,2,47564,0,0
4,6,Reporting,148,Q1,SELECT,947.0501,True,,0.06,483.512,4,23553,0,0
4,6,Reporting,149,Q1,SELECT,943.078,True,,0.062,480.038,4,23553,0,0
4,6,Reporting,150,Q1,SELECT,941.6223,True,,0.057,479.725,4,23553,0,0
4,6,Reporting,151,Q14,SELECT,22.6256,True,,0.081,11.782,1,9229,0,0
4,6,Reporting,152,Q12,SELECT,93.6208,True,,0.06,46.809,2,47564,0,0
4,6,Reporting,153,Q14,SELECT,22.0404,True,,0.065,12.151,1,9229,0,0
4,6,Reporting,154,Q14,SELECT,19.0579,True,,0.03,9.774,1,9229,0,0
4,6,Reporting,155,Q6,SELECT,60.3346,True,,0.022,30.349,1,21115,0,0
4,6,Reporting,156,Q12,SELECT,92.8865,True,,0.084,46.062,2,47564,0,0
4,6,Reporting,157,Q14,SELECT,22.6918,True,,0.065,12.458,1,9229,0,0
4,6,Reporting,158,Q14,SELECT,19.0105,True,,0.041,9.827,1,9229,0,0
4,6,Reporting,159,Q1,SELECT,947.1816,True,,0.032,482.448,4,23553,0,0
4,7,Reporting,160,Q12,SELECT,97.1498,True,,0.358,48.504,2,47564,0,0
4,7,Reporting,161,Q5,SELECT,117.6691,True,,0.689,64.484,5,227911,0,0
4,7,Reporting,162,Q6,SELECT,66.3471,True,,0.05,34.752,1,21115,0,0
4,7,Reporting,163,Q14,SELECT,23.5719,True,,0.149,13.019,1,9229,0,0
4,7,Reporting,164,Q14,SELECT,20.2352,True,,0.039,10.313,1,9229,0,0
4,7,Reporting,165,Q1,SELECT,974.931,True,,0.054,501.174,4,23553,0,0
4,7,Reporting,166,Q12,SELECT,92.882,True,,0.107,46.034,2,47564,0,0
4,7,Reporting,167,Q14,SELECT,23.7606,True,,0.067,13.012,1,9229,0,0
4,7,Reporting,168,Q6,SELECT,62.7367,True,,0.032,31.23,1,21115,0,0
4,7,Reporting,169,Q14,SELECT,22.1804,True,,0.081,12.17,1,9229,0,0
4,7,Reporting,170,Q1,SELECT,1020.1167,True,,0.039,516.873,4,23553,0,0
4,7,Reporting,171,Q10,SELECT,102.3956,True,,0.211,52.057,20,142314,0,0
4,7,Reporting,172,Q14,SELECT,23.0633,True,,0.064,12.652,1,9229,0,0
4,7,Reporting,173,Q6,SELECT,62.0233,True,,0.033,31.232,1,21115,0,0
4,7,Reporting,174,Q1,SELECT,992.1409,True,,0.062,502.818,4,23553,0,0
4,7,Reporting,175,Q6,SELECT,59.2421,True,,0.033,29.541,1,21115,0,0
4,7,Reporting,176,Q12,SELECT,92.7428,True,,0.075,46.085,2,47564,0,0
4,7,Reporting,177,Q14,SELECT,22.4416,True,,0.062,12.46,1,9229,0,0
4,8,JoinHeavy,178,Q5,SELECT,126.5959,True,,0.821,69.662,5,227914,0,0
4,8,JoinHeavy,179,Q10,SELECT,106.8317,True,,0.213,54.514,20,142314,0,0
4,8,JoinHeavy,180,Q3,SELECT,60.3528,True,,0.146,30.185,10,128307,0,0
4,8,JoinHeavy,181,Q3,SELECT,59.9905,True,,0.14,30.615,10,128307,0,0
4,8,JoinHeavy,182,Q5,SELECT,114.9661,True,,0.344,59.842,5,227908,0,0
4,8,JoinHeavy,183,Q3,SELECT,59.8007,True,,0.158,29.632,10,128307,0,0
4,8,JoinHeavy,184,Q7,SELECT,186.0973,True,,0.298,99.614,4,290978,0,0
4,8,JoinHeavy,185,Q3,SELECT,60.2822,True,,0.156,29.721,10,128307,0,0
4,8,JoinHeavy,186,Q3,SELECT,60.831,True,,0.122,30.323,10,128307,0,0
4,8,JoinHeavy,187,Q5,SELECT,116.8571,True,,0.343,60.955,5,227908,0,0
4,8,JoinHeavy,188,Q10,SELECT,101.7996,True,,0.172,51.617,20,142314,0,0
4,8,JoinHeavy,189,Q7,SELECT,182.0018,True,,0.279,96.93,4,290978,0,0
4,8,JoinHeavy,190,Q3,SELECT,59.2954,True,,0.163,29.973,10,128307,0,0
4,8,JoinHeavy,191,Q7,SELECT,181.9193,True,,0.276,97.017,4,290978,0,0
4,8,JoinHeavy,192,Q3,SELECT,58.8567,True,,0.154,29.949,10,128307,0,0
4,8,JoinHeavy,193,Q3,SELECT,58.5301,True,,0.162,29.453,10,128307,0,0
4,8,JoinHeavy,194,Q10,SELECT,100.8833,True,,0.194,51.085,20,142314,0,0
4,9,JoinHeavy,195,Q5,SELECT,127.2209,True,,0.868,70.874,5,227914,0,0
4,9,JoinHeavy,196,Q10,SELECT,105.016,True,,0.22,52.563,20,142314,0,0
4,9,JoinHeavy,197,Q3,SELECT,60.7726,True,,0.162,30.849,10,128307,0,0
4,9,JoinHeavy,198,Q10,SELECT,104.2432,True,,0.208,52.623,20,142314,0,0
4,9,JoinHeavy,199,Q3,SELECT,59.504,True,,0.142,29.91,10,128307,0,0
4,9,JoinHeavy,200,Q5,SELECT,119.2318,True,,0.356,63.263,5,227908,0,0
4,9,JoinHeavy,201,Q7,SELECT,184.7177,True,,0.27,98.109,4,290978,0,0
4,9,JoinHeavy,202,Q5,SELECT,113.8493,True,,0.354,60.271,5,227908,0,0
4,9,JoinHeavy,203,Q5,SELECT,112.8068,True,,0.41,57.756,5,227908,0,0
4,9,JoinHeavy,204,Q5,SELECT,112.88,True,,0.315,58.523,5,227908,0,0
4,9,JoinHeavy,205,Q7,SELECT,182.4468,True,,0.28,96.366,4,290978,0,0
4,9,JoinHeavy,206,Q3,SELECT,60.3824,True,,0.148,30.075,10,128307,0,0
4,9,JoinHeavy,207,Q3,SELECT,58.9615,True,,0.144,29.797,10,128307,0,0
4,9,JoinHeavy,208,Q5,SELECT,115.0014,True,,0.341,60.173,5,227908,0,0
4,9,JoinHeavy,209,Q5,SELECT,111.8245,True,,0.31,58.194,5,227908,0,0
4,9,JoinHeavy,210,Q3,SELECT,59.4241,True,,0.141,30.183,10,128307,0,0
4,9,JoinHeavy,211,Q5,SELECT,115.1413,True,,0.347,61.124,5,227908,0,0
4,9,JoinHeavy,212,Q7,SELECT,184.3089,True,,0.288,97.691,4,290978,0,0
4,9,JoinHeavy,213,Q7,SELECT,181.4755,True,,0.275,95.696,4,290978,0,0
4,9,JoinHeavy,214,Q7,SELECT,181.5611,True,,0.284,95.966,4,290978,0,0
4,9,JoinHeavy,215,Q5,SELECT,110.4338,True,,0.347,58.464,5,227908,0,0
4,9,JoinHeavy,216,Q3,SELECT,59.3292,True,,0.141,29.795,10,128307,0,0
4,9,JoinHeavy,217,Q3,SELECT,58.3659,True,,0.139,29.578,10,128307,0,0
4,9,JoinHeavy,218,Q3,SELECT,58.5955,True,,0.115,29.606,10,128307,0,0
4,10,JoinHeavy,219,Q7,SELECT,198.5453,True,,0.677,110.377,4,290984,0,0
4,10,JoinHeavy,220,Q7,SELECT,185.2182,True,,0.297,97.835,4,290978,0,0
4,10,JoinHeavy,221,Q7,SELECT,185.003,True,,0.259,97.957,4,290978,0,0
4,10,JoinHeavy,222,Q7,SELECT,184.2361,True,,0.276,97.418,4,290978,0,0
4,10,JoinHeavy,223,Q7,SELECT,184.6804,True,,0.332,97.054,4,290978,0,0
4,10,JoinHeavy,224,Q7,SELECT,184.6376,True,,0.268,98.169,4,290978,0,0
4,10,JoinHeavy,225,Q10,SELECT,103.8887,True,,0.202,52.916,20,142314,0,0
4,10,JoinHeavy,226,Q7,SELECT,186.2712,True,,0.273,98.82,4,290978,0,0
4,10,JoinHeavy,227,Q7,SELECT,184.1326,True,,0.291,97.705,4,290978,0,0
4,10,JoinHeavy,228,Q7,SELECT,186.276,True,,0.276,98.665,4,290978,0,0
4,10,JoinHeavy,229,Q7,SELECT,182.3682,True,,0.277,96.469,4,290978,0,0
4,10,JoinHeavy,230,Q7,SELECT,185.1584,True,,0.267,100.351,4,290978,0,0
4,10,JoinHeavy,231,Q7,SELECT,181.9782,True,,0.27,96.206,4,290978,0,0
4,10,JoinHeavy,232,Q7,SELECT,182.6138,True,,0.259,96.433,4,290978,0,0
4,10,JoinHeavy,233,Q3,SELECT,59.8439,True,,0.137,30.288,10,128307,0,0
4,10,JoinHeavy,234,Q10,SELECT,102.6381,True,,0.191,51.756,20,142314,0,0
4,10,JoinHeavy,235,Q7,SELECT,183.3399,True,,0.283,97.632,4,290978,0,0
4,11,JoinHeavy,236,Q7,SELECT,201.6607,True,,0.679,112.045,4,290984,0,0
4,11,JoinHeavy,237,Q10,SELECT,104.3365,True,,0.228,52.165,20,142314,0,0
4,11,JoinHeavy,238,Q5,SELECT,118.3433,True,,0.458,62.11,5,227908,0,0
4,11,JoinHeavy,239,Q10,SELECT,102.9123,True,,0.2,52.281,20,142314,0,0
4,11,JoinHeavy,240,Q10,SELECT,103.0324,True,,0.219,52.183,20,142314,0,0
4,11,JoinHeavy,241,Q3,SELECT,59.7643,True,,0.158,30.13,10,128307,0,0
4,11,JoinHeavy,242,Q5,SELECT,115.3892,True,,0.345,60.238,5,227908,0,0
4,11,JoinHeavy,243,Q10,SELECT,101.7459,True,,0.18,50.927,20,142314,0,0
4,11,JoinHeavy,244,Q7,SELECT,186.352,True,,0.297,98.555,4,290978,0,0
4,11,JoinHeavy,245,Q10,SELECT,103.6536,True,,0.209,51.981,20,142314,0,0
4,11,JoinHeavy,246,Q10,SELECT,103.875,True,,0.208,52.711,20,142314,0,0
4,11,JoinHeavy,247,Q7,SELECT,184.7103,True,,0.255,98.057,4,290978,0,0
4,11,JoinHeavy,248,Q10,SELECT,103.6112,True,,0.187,52.262,20,142314,0,0
4,11,JoinHeavy,249,Q10,SELECT,103.8598,True,,0.207,52.242,20,142314,0,0
4,11,JoinHeavy,250,Q7,SELECT,185.6017,True,,0.287,98.601,4,290978,0,0
4,11,JoinHeavy,251,Q7,SELECT,183.3493,True,,0.277,96.743,4,290978,0,0
4,11,JoinHeavy,252,Q7,SELECT,182.1051,True,,0.27,96.606,4,290978,0,0
4,11,JoinHeavy,253,Q10,SELECT,103.2244,True,,0.196,52.323,20,142314,0,0
4,11,JoinHeavy,254,Q7,SELECT,185.2015,True,,0.277,98.535,4,290978,0,0
4,11,JoinHeavy,255,Q7,SELECT,183.7139,True,,0.27,96.657,4,290978,0,0
4,12,JoinHeavy,256,Q1,SELECT,1004.9085,True,,0.244,527.343,4,23556,0,0
4,12,JoinHeavy,257,Q10,SELECT,105.4894,True,,0.495,53.436,20,142317,0,0
4,12,JoinHeavy,258,Q7,SELECT,187.0111,True,,0.388,99.55,4,290935,0,0
4,12,JoinHeavy,259,Q3,SELECT,95.1389,True,,0.176,49.595,10,29993,0,0
4,12,JoinHeavy,260,Q3,SELECT,93.3739,True,,0.173,48.048,10,29990,0,0
4,12,JoinHeavy,261,Q5,SELECT,85.2634,True,,0.482,45.498,5,154618,40,0
4,12,JoinHeavy,262,Q7,SELECT,184.9012,True,,0.291,99.018,4,290935,0,0
4,12,JoinHeavy,263,Q3,SELECT,91.3017,True,,0.154,47.219,10,29990,0,0
4,12,JoinHeavy,264,Q5,SELECT,80.5799,True,,0.378,43.099,5,154658,0,0
4,12,JoinHeavy,265,Q7,SELECT,184.2682,True,,0.303,98.516,4,290935,0,0
4,12,JoinHeavy,266,Q1,SELECT,987.6948,True,,0.06,504.638,4,23553,0,0
4,12,JoinHeavy,267,Q7,SELECT,183.1335,True,,0.282,97.22,4,290935,0,0
4,12,JoinHeavy,268,Q5,SELECT,82.2092,True,,0.366,43.529,5,154658,0,0
4,12,JoinHeavy,269,Q5,SELECT,77.7925,True,,0.331,40.825,5,154658,0,0
4,12,JoinHeavy,270,Q7,SELECT,182.435,True,,0.261,97.373,4,290935,0,0
4,12,JoinHeavy,271,Q3,SELECT,91.7615,True,,0.142,47.655,10,29990,0,0
4,12,JoinHeavy,272,Q3,SELECT,91.3527,True,,0.136,47.201,10,29990,0,0
4,12,JoinHeavy,273,Q5,SELECT,80.458,True,,0.362,43.157,5,154658,0,0
4,12,JoinHeavy,274,Q3,SELECT,92.4875,True,,0.121,48.112,10,29990,0,0
4,12,JoinHeavy,275,Q3,SELECT,90.9715,True,,0.113,47.171,10,29990,0,0
4,12,JoinHeavy,276,Q7,SELECT,185.6426,True,,0.278,99.221,4,290935,0,0
4,12,JoinHeavy,277,Q3,SELECT,91.9893,True,,0.142,47.399,10,29990,0,0
4,13,JoinHeavy,278,Q5,SELECT,94.581,True,,0.845,52.912,5,154664,0,0
4,13,JoinHeavy,279,Q3,SELECT,93.6367,True,,0.148,48.924,10,29993,0,0
4,13,JoinHeavy,280,Q5,SELECT,83.6763,True,,0.379,44.067,5,154658,0,0
4,13,JoinHeavy,281,Q5,SELECT,92.711,True,,0.396,51.997,5,154658,0,0
4,13,JoinHeavy,282,Q10,SELECT,104.369,True,,0.259,52.609,20,142314,0,0
4,13,JoinHeavy,283,Q3,SELECT,92.5981,True,,0.133,48.154,10,29990,0,0
4,13,JoinHeavy,284,Q5,SELECT,84.6618,True,,0.361,44.649,5,154658,0,0
4,13,JoinHeavy,285,Q7,SELECT,185.9525,True,,0.406,99.344,4,290935,0,0
4,13,JoinHeavy,286,Q5,SELECT,64.1723,True,,0.425,18.535,5,45059,0,0
4,13,JoinHeavy,287,Q7,SELECT,185.2206,True,,0.34,98.088,4,290935,0,0
4,13,JoinHeavy,288,Q7,SELECT,183.6423,True,,0.295,97.182,4,290935,0,0
4,13,JoinHeavy,289,Q5,SELECT,38.0287,True,,0.411,18.652,5,45059,0,0
4,13,JoinHeavy,290,Q10,SELECT,99.712,True,,0.228,50.833,20,96442,0,0
4,13,JoinHeavy,291,Q10,SELECT,99.082,True,,0.223,50.424,20,96442,0,0
4,13,JoinHeavy,292,Q10,SELECT,99.2097,True,,0.227,50.284,20,96442,0,0
4,14,JoinHeavy,293,Q10,SELECT,104.0502,True,,0.669,52.808,20,96445,0,0
4,14,JoinHeavy,294,Q10,SELECT,98.7722,True,,0.225,50.203,20,96442,0,0
4,14,JoinHeavy,295,Q10,SELECT,98.8174,True,,0.244,50.4,20,96442,0,0
4,14,JoinHeavy,296,Q10,SELECT,98.4615,True,,0.222,49.66,20,96442,0,0
4,14,JoinHeavy,297,Q10,SELECT,97.3708,True,,0.233,49.61,20,96442,0,0
4,14,JoinHeavy,298,Q10,SELECT,97.9717,True,,0.228,49.77,20,96442,0,0
4,14,JoinHeavy,299,Q18,SELECT,347.5347,True,,0.253,183.92,9,22669,0,0
