window,phase,phase_idx,seq,query,op_type,exec_ms
74,Catalog,3,2219,Inventory,SELECT,4.0792
74,Catalog,3,2220,DBColumns,SELECT,6.5701
74,Catalog,3,2221,DBObjects,SELECT,4.4805
74,Catalog,3,2222,DataConstants,SELECT,3.7888
74,Catalog,3,2223,DBObjects,SELECT,10.6986
74,Catalog,3,2224,DBObjects,SELECT,5.9387
74,Catalog,3,2225,DBColumns,SELECT,5.1707
74,Catalog,3,2226,DataConstants,SELECT,13.4402
74,Catalog,3,2227,DBObjects,SELECT,9.9819
74,Catalog,3,2228,DataConstants,SELECT,2.7493
74,Catalog,3,2229,DBObjects,SELECT,8.9893
74,Catalog,3,2230,DataConstants,SELECT,8.9673
74,Catalog,3,2231,DBObjects,SELECT,6.4388
74,Catalog,3,2232,DBObjects,SELECT,6.3226
74,Catalog,3,2233,Inventory,SELECT,3.3427
74,Catalog,3,2234,DBColumns,SELECT,20.5408
74,Catalog,3,2235,DBObjects,SELECT,6.5578
74,Catalog,3,2236,DataConstants,SELECT,8.7401
74,Catalog,3,2237,DBObjects,SELECT,6.7342
74,Catalog,3,2238,Inventory,SELECT,5.2102
74,Catalog,3,2239,DBObjects,SELECT,11.1464
74,Catalog,3,2240,DBColumns,SELECT,7.927
74,Catalog,3,2241,Inventory,SELECT,6.5846
74,Catalog,3,2242,DBObjects,SELECT,8.6923
74,Catalog,3,2243,DBObjects,SELECT,7.039
74,Catalog,3,2244,DBObjects,SELECT,17.3704
74,Catalog,3,2245,DBObjects,SELECT,10.9419
74,Catalog,3,2246,DBObjects,SELECT,9.427
74,Catalog,3,2247,DataConstants,SELECT,3.5123
74,Catalog,3,2248,DBObjects,SELECT,9.5984
75,Catalog,3,2249,DataConstants,SELECT,5.4213
75,Catalog,3,2250,DataConstants,SELECT,5.3091
75,Catalog,3,2251,DataConstants,SELECT,7.859
75,Catalog,3,2252,DataConstants,SELECT,5.9296
75,Catalog,3,2253,DBColumns,SELECT,3.4455
75,Catalog,3,2254,DataConstants,SELECT,4.4933
75,Catalog,3,2255,DBColumns,SELECT,8.5781
75,Catalog,3,2256,DBColumns,SELECT,4.6069
75,Catalog,3,2257,DataConstants,SELECT,11.7473
75,Catalog,3,2258,DataConstants,SELECT,9.3948
75,Catalog,3,2259,Inventory,SELECT,8.7536
75,Catalog,3,2260,DataConstants,SELECT,7.7773
75,Catalog,3,2261,DataConstants,SELECT,5.103
75,Catalog,3,2262,DataConstants,SELECT,10.0722
75,Catalog,3,2263,DBColumns,SELECT,5.037
75,Catalog,3,2264,DBColumns,SELECT,12.1113
75,Catalog,3,2265,DBColumns,SELECT,15.7379
75,Catalog,3,2266,DataConstants,SELECT,7.9035
75,Catalog,3,2267,DataConstants,SELECT,14.5195
75,Catalog,3,2268,DataConstants,SELECT,4.5212
75,Catalog,3,2269,DataConstants,SELECT,9.4495
75,Catalog,3,2270,DataConstants,SELECT,7.2921
75,Catalog,3,2271,DBColumns,SELECT,10.7997
75,Catalog,3,2272,DBColumns,SELECT,2.8129
76,Catalog,3,2273,DBObjects,SELECT,8.9693
76,Catalog,3,2274,DBObjects,SELECT,8.6009
76,Catalog,3,2275,DataConstants,SELECT,12.8229
76,Catalog,3,2276,DBColumns,SELECT,10.9996
76,Catalog,3,2277,DBObjects,SELECT,8.6493
76,Catalog,3,2278,DBObjects,SELECT,8.1176
76,Catalog,3,2279,DBColumns,SELECT,7.8508
76,Catalog,3,2280,DBColumns,SELECT,7.0979
76,Catalog,3,2281,DataConstants,SELECT,4.0828
76,Catalog,3,2282,DBColumns,SELECT,9.5077
76,Catalog,3,2283,DBColumns,SELECT,5.5711
76,Catalog,3,2284,DBObjects,SELECT,12.1304
76,Catalog,3,2285,Inventory,SELECT,6.6874
76,Catalog,3,2286,DataConstants,SELECT,11.4048
76,Catalog,3,2287,DBObjects,SELECT,7.1794
76,Catalog,3,2288,DBObjects,SELECT,6.9108
76,Catalog,3,2289,DBColumns,SELECT,7.9154
76,Catalog,3,2290,DBObjects,SELECT,6.2842
76,Catalog,3,2291,DBObjects,SELECT,20.0328
76,Catalog,3,2292,DBObjects,SELECT,18.308
76,Catalog,3,2293,DBObjects,SELECT,18.0104
76,Catalog,3,2294,DBObjects,SELECT,8.6154
76,Catalog,3,2295,DBObjects,SELECT,5.4085
76,Catalog,3,2296,DBObjects,SELECT,11.5731
76,Catalog,3,2297,DBObjects,SELECT,6.3072
76,Catalog,3,2298,DBObjects,SELECT,12.1368
77,Catalog,3,2299,DBColumns,SELECT,3.6281
77,Catalog,3,2300,DBColumns,SELECT,5.3679
77,Catalog,3,2301,DBColumns,SELECT,8.5306
77,Catalog,3,2302,DBObjects,SELECT,9.1956
77,Catalog,3,2303,DBColumns,SELECT,9.8993
77,Catalog,3,2304,DBColumns,SELECT,3.0601
77,Catalog,3,2305,DBColumns,SELECT,6.3215
77,Catalog,3,2306,DBColumns,SELECT,3.8125
77,Catalog,3,2307,DBColumns,SELECT,8.3156
77,Catalog,3,2308,DBColumns,SELECT,3.3447
77,Catalog,3,2309,DataConstants,SELECT,4.2947
77,Catalog,3,2310,DBColumns,SELECT,10.8983
77,Catalog,3,2311,DBColumns,SELECT,5.6547
77,Catalog,3,2312,DBColumns,SELECT,14.5917
77,Catalog,3,2313,DBColumns,SELECT,10.0359
77,Catalog,3,2314,DBColumns,SELECT,6.4924
77,Catalog,3,2315,DataConstants,SELECT,11.8399
77,Catalog,3,2316,DBColumns,SELECT,6.7587
77,Catalog,3,2317,DBColumns,SELECT,10.5673
77,Catalog,3,2318,DBColumns,SELECT,5.2473
77,Catalog,3,2319,DataConstants,SELECT,12.2215
77,Catalog,3,2320,DBColumns,SELECT,3.4773
77,Catalog,3,2321,DBColumns,SELECT,4.2919
77,Catalog,3,2322,DBColumns,SELECT,4.6215
77,Catalog,3,2323,DataConstants,SELECT,5.5034
77,Catalog,3,2324,DBColumns,SELECT,8.685
77,Catalog,3,2325,DataConstants,SELECT,7.3678
77,Catalog,3,2326,DBColumns,SELECT,10.6323
77,Catalog,3,2327,DataConstants,SELECT,13.2086
77,Catalog,3,2328,DBColumns,SELECT,3.3163
77,Catalog,3,2329,DBColumns,SELECT,14.1254
78,Catalog,3,2330,Inventory,SELECT,9.7675
78,Catalog,3,2331,DataConstants,SELECT,4.3424
78,Catalog,3,2332,Inventory,SELECT,4.5375
78,Catalog,3,2333,DBObjects,SELECT,11.0606
78,Catalog,3,2334,DBObjects,SELECT,8.8985
78,Catalog,3,2335,DataConstants,SELECT,6.3689
78,Catalog,3,2336,Inventory,SELECT,9.3637
78,Catalog,3,2337,DBObjects,SELECT,8.4536
78,Catalog,3,2338,DBObjects,SELECT,4.7549
78,Catalog,3,2339,Inventory,SELECT,11.5115
78,Catalog,3,2340,Inventory,SELECT,10.3326
78,Catalog,3,2341,Inventory,SELECT,7.4503
78,Catalog,3,2342,DBColumns,SELECT,11.0645
78,Catalog,3,2343,Inventory,SELECT,19.1901
78,Catalog,3,2344,DataConstants,SELECT,4.5135
78,Catalog,3,2345,DBObjects,SELECT,6.5062
78,Catalog,3,2346,DBObjects,SELECT,6.6611
78,Catalog,3,2347,DBObjects,SELECT,10.934
78,Catalog,3,2348,Inventory,SELECT,5.472
78,Catalog,3,2349,DBObjects,SELECT,10.6082
78,Catalog,3,2350,DBColumns,SELECT,5.7747
78,Catalog,3,2351,DataConstants,SELECT,4.2831
78,Catalog,3,2352,Inventory,SELECT,7.6682
78,Catalog,3,2353,Inventory,SELECT,5.716
78,Catalog,3,2354,DBObjects,SELECT,8.0491
78,Catalog,3,2355,Inventory,SELECT,9.0357
78,Catalog,3,2356,DBObjects,SELECT,3.4194
78,Catalog,3,2357,DataConstants,SELECT,6.0276
79,Catalog,3,2358,DataConstants,SELECT,6.594
79,Catalog,3,2359,DataConstants,SELECT,5.1575
79,Catalog,3,2360,DBObjects,SELECT,7.2303
79,Catalog,3,2361,DBObjects,SELECT,8.8337
79,Catalog,3,2362,DBObjects,SELECT,4.725
79,Catalog,3,2363,DBObjects,SELECT,9.7999
79,Catalog,3,2364,DBColumns,SELECT,7.8954
79,Catalog,3,2365,DBObjects,SELECT,9.9859
79,Catalog,3,2366,DBObjects,SELECT,7.1522
79,Catalog,3,2367,DBColumns,SELECT,17.412
79,Catalog,3,2368,DBColumns,SELECT,8.7473
79,Catalog,3,2369,DBObjects,SELECT,10.5837
79,Catalog,3,2370,DataConstants,SELECT,9.7793
79,Catalog,3,2371,DBColumns,SELECT,6.777
79,Catalog,3,2372,DBObjects,SELECT,8.3573
79,Catalog,3,2373,DataConstants,SELECT,5.5312
79,Catalog,3,2374,DBObjects,SELECT,16.6497
79,Catalog,3,2375,DataConstants,SELECT,9.2416
79,Catalog,3,2376,DBObjects,SELECT,5.0199
79,Catalog,3,2377,DBObjects,SELECT,14.448
79,Catalog,3,2378,DataConstants,SELECT,6.9437
79,Catalog,3,2379,DBColumns,SELECT,11.3849
79,Catalog,3,2380,DBObjects,SELECT,3.3807
79,Catalog,3,2381,DataConstants,SELECT,12.9669
79,Catalog,3,2382,DBObjects,SELECT,9.0487
79,Catalog,3,2383,DBObjects,SELECT,4.841
79,Catalog,3,2384,DataConstants,SELECT,8.9688
79,Catalog,3,2385,DBObjects,SELECT,15.6592
79,Catalog,3,2386,DataConstants,SELECT,5.6068
