run,window,phase,seq,query,op_type,exec_ms,ok,err,planning_ms,exec_ms_pg,rows_returned,shared_blks_hit,shared_blks_read,temp_blks_written
5,3,Reporting,68,Q14,SELECT,19.2928,True,,0.04,9.852,1,9229,0,0
5,3,Reporting,69,Q14,SELECT,20.0179,True,,0.03,10.223,1,9229,0,0
5,4,Reporting,70,Q14,SELECT,27.5838,True,,0.313,17.129,1,9229,0,0
5,4,Reporting,71,Q14,SELECT,19.7703,True,,0.038,9.952,1,9229,0,0
5,4,Reporting,72,Q1,SELECT,971.5533,True,,0.059,504.473,4,23556,0,0
5,4,Reporting,73,Q14,SELECT,23.1888,True,,0.087,12.495,1,9229,0,0
5,4,Reporting,74,Q1,SELECT,949.1175,True,,0.044,482.825,4,23553,0,0
5,4,Reporting,75,Q14,SELECT,21.4829,True,,0.076,11.875,1,9229,0,0
5,4,Reporting,76,Q14,SELECT,19.0241,True,,0.041,9.703,1,9229,0,0
5,4,Reporting,77,Q14,SELECT,19.9521,True,,0.039,10.904,1,9229,0,0
5,4,Reporting,78,Q6,SELECT,59.6639,True,,0.018,30.201,1,21115,0,0
5,4,Reporting,79,Q1,SELECT,940.2005,True,,0.058,478.431,4,23553,0,0
5,4,Reporting,80,Q14,SELECT,21.8615,True,,0.078,11.692,1,9229,0,0
5,4,Reporting,81,Q1,SELECT,943.5317,True,,0.045,479.149,4,23553,0,0
5,4,Reporting,82,Q12,SELECT,94.2684,True,,0.219,46.685,2,47564,0,0
5,4,Reporting,83,Q1,SELECT,959.4597,True,,0.065,486.77,4,23553,0,0
5,4,Reporting,84,Q14,SELECT,21.4439,True,,0.084,11.701,1,9229,0,0
5,5,Reporting,85,Q1,SELECT,1062.1437,True,,0.244,548.648,4,23556,0,0
5,5,Reporting,86,Q12,SELECT,94.5918,True,,0.266,46.73,2,47564,0,0
5,5,Reporting,87,Q12,SELECT,92.2803,True,,0.082,45.688,2,47564,0,0
5,5,Reporting,88,Q12,SELECT,93.1392,True,,0.071,46.294,2,47564,0,0
5,5,Reporting,89,Q12,SELECT,92.5154,True,,0.07,45.741,2,47564,0,0
5,5,Reporting,90,Q12,SELECT,92.8156,True,,0.078,45.976,2,47564,0,0
5,5,Reporting,91,Q12,SELECT,92.5089,True,,0.076,45.838,2,47564,0,0
5,5,Reporting,92,Q12,SELECT,92.3992,True,,0.08,45.695,2,47564,0,0
5,5,Reporting,93,Q12,SELECT,92.919,True,,0.067,45.911,2,47564,0,0
5,5,Reporting,94,Q1,SELECT,1094.7686,True,,0.064,560.504,4,23553,0,0
5,5,Reporting,95,Q1,SELECT,1074.8297,True,,0.055,547.005,4,23553,0,0
5,5,Reporting,96,Q12,SELECT,92.9996,True,,0.071,45.974,2,47564,0,0
5,5,Reporting,97,Q12,SELECT,93.0078,True,,0.07,45.997,2,47564,0,0
5,5,Reporting,98,Q6,SELECT,63.4966,True,,0.053,31.837,1,21115,0,0
5,5,Reporting,99,Q1,SELECT,982.2488,True,,0.05,511.262,4,23553,0,0
5,5,Reporting,100,Q1,SELECT,932.0971,True,,0.058,473.829,4,23553,0,0
5,5,Reporting,101,Q12,SELECT,94.0974,True,,0.106,46.808,2,47564,0,0
5,5,Reporting,102,Q1,SELECT,1037.5862,True,,0.064,536.312,4,23553,0,0
5,5,Reporting,103,Q1,SELECT,1000.32,True,,0.062,508.907,4,23553,0,0
5,5,Reporting,104,Q12,SELECT,93.9959,True,,0.095,46.167,2,47564,0,0
5,5,Reporting,105,Q14,SELECT,23.3696,True,,0.144,12.94,1,9229,0,0
5,5,Reporting,106,Q5,SELECT,52.0773,True,,0.646,18.979,5,45062,0,0
5,5,Reporting,107,Q14,SELECT,21.6698,True,,0.06,12.211,1,9229,0,0
5,5,Reporting,108,Q12,SELECT,93.787,True,,0.056,46.711,2,47564,0,0
5,6,Reporting,109,Q12,SELECT,97.5588,True,,0.375,48.081,2,47564,0,0
5,6,Reporting,110,Q1,SELECT,1050.5925,True,,0.079,534.806,4,23553,0,0
5,6,Reporting,111,Q1,SELECT,1013.8656,True,,0.059,537.741,4,23553,0,0
5,6,Reporting,112,Q12,SELECT,92.154,True,,0.125,45.747,2,47564,0,0
5,6,Reporting,113,Q6,SELECT,62.9511,True,,0.059,31.506,1,21115,0,0
5,6,Reporting,114,Q1,SELECT,1004.5312,True,,0.061,508.547,4,23553,0,0
5,6,Reporting,115,Q1,SELECT,995.256,True,,0.086,511.737,4,23553,0,0
5,6,Reporting,116,Q12,SELECT,93.8334,True,,0.113,46.098,2,47564,0,0
5,6,Reporting,117,Q12,SELECT,93.58,True,,0.1,46.303,2,47564,0,0
5,6,Reporting,118,Q12,SELECT,92.5296,True,,0.081,45.775,2,47564,0,0
5,6,Reporting,119,Q6,SELECT,62.4198,True,,0.051,31.46,1,21115,0,0
5,6,Reporting,120,Q12,SELECT,93.273,True,,0.109,46.156,2,47564,0,0
5,6,Reporting,121,Q6,SELECT,63.8222,True,,0.042,32.089,1,21115,0,0
5,6,Reporting,122,Q1,SELECT,1016.0175,True,,0.054,515.483,4,23553,0,0
5,6,Reporting,123,Q12,SELECT,92.9996,True,,0.104,45.951,2,47564,0,0
5,6,Reporting,124,Q1,SELECT,1016.318,True,,0.059,521.072,4,23553,0,0
5,7,Reporting,125,Q14,SELECT,28.9452,True,,0.33,18.201,1,9229,0,0
5,7,Reporting,126,Q14,SELECT,20.5094,True,,0.045,10.207,1,9229,0,0
5,7,Reporting,127,Q14,SELECT,18.9415,True,,0.036,10.044,1,9229,0,0
5,7,Reporting,128,Q12,SELECT,95.3982,True,,0.193,47.588,2,47564,0,0
5,7,Reporting,129,Q1,SELECT,999.5467,True,,0.088,507.102,4,23553,0,0
5,7,Reporting,130,Q12,SELECT,92.747,True,,0.116,45.89,2,47564,0,0
5,7,Reporting,131,Q6,SELECT,61.7504,True,,0.055,31.074,1,21115,0,0
5,7,Reporting,132,Q6,SELECT,60.5635,True,,0.042,30.128,1,21115,0,0
5,7,Reporting,133,Q14,SELECT,22.352,True,,0.083,11.972,1,9229,0,0
5,7,Reporting,134,Q14,SELECT,20.0113,True,,0.044,10.602,1,9229,0,0
5,7,Reporting,135,Q14,SELECT,18.8308,True,,0.044,9.67,1,9229,0,0
5,7,Reporting,136,Q12,SELECT,92.5197,True,,0.054,46.079,2,47564,0,0
5,7,Reporting,137,Q12,SELECT,92.5323,True,,0.074,45.775,2,47564,0,0
5,8,JoinHeavy,138,Q10,SELECT,103.1675,True,,0.674,51.916,20,96445,0,0
5,8,JoinHeavy,139,Q10,SELECT,102.2445,True,,0.233,52.408,20,96442,0,0
5,8,JoinHeavy,140,Q7,SELECT,189.5004,True,,0.412,101.863,4,290935,0,0
5,8,JoinHeavy,141,Q10,SELECT,100.7395,True,,0.218,51.502,20,96442,0,0
5,8,JoinHeavy,142,Q10,SELECT,100.1084,True,,0.243,50.2,20,96442,0,0
5,8,JoinHeavy,143,Q7,SELECT,186.4899,True,,0.334,99.841,4,290935,0,0
5,8,JoinHeavy,144,Q7,SELECT,184.324,True,,0.295,97.338,4,290935,0,0
5,8,JoinHeavy,145,Q7,SELECT,184.4205,True,,0.307,97.234,4,290935,0,0
5,8,JoinHeavy,146,Q7,SELECT,184.3721,True,,0.322,97.668,4,290935,0,0
5,8,JoinHeavy,147,Q10,SELECT,99.0862,True,,0.213,49.944,20,96442,0,0
5,8,JoinHeavy,148,Q5,SELECT,60.2085,True,,0.471,18.417,5,45059,0,0
5,8,JoinHeavy,149,Q7,SELECT,185.6602,True,,0.281,98.722,4,290935,0,0
5,8,JoinHeavy,150,Q7,SELECT,183.2542,True,,0.307,97.544,4,290935,0,0
5,8,JoinHeavy,151,Q10,SELECT,97.6507,True,,0.218,49.877,20,96442,0,0
5,8,JoinHeavy,152,Q10,SELECT,97.8525,True,,0.218,49.841,20,96442,0,0
5,8,JoinHeavy,153,Q7,SELECT,183.7805,True,,0.306,97.181,4,290935,0,0
5,8,JoinHeavy,154,Q3,SELECT,91.6777,True,,0.186,47.762,10,29993,0,0
5,8,JoinHeavy,155,Q7,SELECT,184.1696,True,,0.309,97.778,4,290935,0,0
5,8,JoinHeavy,156,Q10,SELECT,99.9631,True,,0.215,51.008,20,96442,0,0
5,9,JoinHeavy,157,Q7,SELECT,201.0308,True,,0.743,113.146,4,290941,0,0
5,9,JoinHeavy,158,Q7,SELECT,185.5179,True,,0.275,98.632,4,290935,0,0
5,9,JoinHeavy,159,Q5,SELECT,37.2448,True,,0.507,18.724,5,45059,0,0
5,9,JoinHeavy,160,Q5,SELECT,37.0185,True,,0.361,18.284,5,45059,0,0
5,9,JoinHeavy,161,Q7,SELECT,190.8962,True,,0.343,102.396,4,290935,0,0
5,9,JoinHeavy,162,Q5,SELECT,37.1505,True,,0.405,18.249,5,45059,0,0
5,9,JoinHeavy,163,Q7,SELECT,185.4167,True,,0.314,98.493,4,290935,0,0
5,9,JoinHeavy,164,Q5,SELECT,36.2383,True,,0.4,17.941,5,45059,0,0
5,9,JoinHeavy,165,Q5,SELECT,37.2015,True,,0.391,18.591,5,45059,0,0
5,9,JoinHeavy,166,Q7,SELECT,185.9985,True,,0.286,98.79,4,290935,0,0
5,9,JoinHeavy,167,Q3,SELECT,93.4979,True,,0.173,47.938,10,29993,0,0
5,9,JoinHeavy,168,Q10,SELECT,101.6387,True,,0.307,51.693,20,96442,0,0
5,9,JoinHeavy,169,Q3,SELECT,91.6534,True,,0.168,47.434,10,29990,0,0
5,9,JoinHeavy,170,Q5,SELECT,36.6165,True,,0.408,18.241,5,45059,0,0
5,9,JoinHeavy,171,Q5,SELECT,37.0083,True,,0.34,18.508,5,45059,0,0
5,9,JoinHeavy,172,Q5,SELECT,36.2435,True,,0.406,17.822,5,45059,0,0
5,9,JoinHeavy,173,Q3,SELECT,93.1083,True,,0.156,48.315,10,29990,0,0
5,9,JoinHeavy,174,Q5,SELECT,36.3431,True,,0.41,18.135,5,45059,0,0
5,9,JoinHeavy,175,Q3,SELECT,91.9435,True,,0.162,47.698,10,29990,0,0
5,9,JoinHeavy,176,Q5,SELECT,37.2984,True,,0.401,18.681,5,45059,0,0
5,9,JoinHeavy,177,Q5,SELECT,36.2235,True,,0.366,17.913,5,45059,0,0
5,10,JoinHeavy,178,Q5,SELECT,40.3299,True,,0.957,20.06,5,45062,0,0
5,10,JoinHeavy,179,Q10,SELECT,101.8055,True,,0.267,52.056,20,96442,0,0
5,10,JoinHeavy,180,Q10,SELECT,100.2758,True,,0.219,51.027,20,96442,0,0
5,10,JoinHeavy,181,Q5,SELECT,36.5796,True,,0.4,18.563,5,45059,0,0
5,10,JoinHeavy,182,Q3,SELECT,91.7095,True,,0.169,47.919,10,29993,0,0
5,10,JoinHeavy,183,Q7,SELECT,187.7195,True,,0.305,100.689,4,290935,0,0
5,10,JoinHeavy,184,Q10,SELECT,100.724,True,,0.224,51.063,20,96442,0,0
5,10,JoinHeavy,185,Q5,SELECT,36.2017,True,,0.378,18.022,5,45059,0,0
5,10,JoinHeavy,186,Q5,SELECT,35.9898,True,,0.367,17.882,5,45059,0,0
5,10,JoinHeavy,187,Q10,SELECT,99.0825,True,,0.213,49.944,20,96442,0,0
5,10,JoinHeavy,188,Q5,SELECT,36.058,True,,0.381,17.784,5,45059,0,0
5,10,JoinHeavy,189,Q7,SELECT,185.8646,True,,0.295,98.457,4,290935,0,0
5,10,JoinHeavy,190,Q10,SELECT,100.7367,True,,0.219,51.65,20,96442,0,0
5,10,JoinHeavy,191,Q5,SELECT,35.5702,True,,0.393,17.873,5,45059,0,0
5,10,JoinHeavy,192,Q10,SELECT,100.375,True,,0.212,50.973,20,96442,0,0
5,10,JoinHeavy,193,Q3,SELECT,92.2,True,,0.166,47.439,10,29990,0,0
5,10,JoinHeavy,194,Q10,SELECT,99.9705,True,,0.221,50.804,20,96442,0,0
5,10,JoinHeavy,195,Q7,SELECT,184.2029,True,,0.3,97.718,4,290935,0,0
5,10,JoinHeavy,196,Q10,SELECT,99.595,True,,0.224,50.648,20,96442,0,0
5,10,JoinHeavy,197,Q7,SELECT,183.4175,True,,0.319,97.54,4,290935,0,0
5,10,JoinHeavy,198,Q5,SELECT,36.9652,True,,0.392,18.178,5,45059,0,0
5,11,JoinHeavy,199,Q3,SELECT,95.2519,True,,0.519,49.316,10,29996,0,0
5,11,JoinHeavy,200,Q10,SELECT,103.4865,True,,0.335,52.475,20,96442,0,0
5,11,JoinHeavy,201,Q10,SELECT,101.3045,True,,0.198,51.447,20,96442,0,0
5,11,JoinHeavy,202,Q10,SELECT,101.3885,True,,0.227,51.964,20,96442,0,0
5,11,JoinHeavy,203,Q3,SELECT,92.2257,True,,0.199,48.467,10,29990,0,0
5,11,JoinHeavy,204,Q3,SELECT,92.5591,True,,0.18,48.118,10,29990,0,0
5,11,JoinHeavy,205,Q10,SELECT,100.5209,True,,0.24,51.811,20,96442,0,0
5,11,JoinHeavy,206,Q3,SELECT,93.4049,True,,0.148,48.671,10,29990,0,0
5,11,JoinHeavy,207,U_orders,UPDATE,1.1717,True,,0.0,0.0,0,0,0,0
5,11,JoinHeavy,208,Q10,SELECT,99.7634,True,,0.217,50.668,20,96442,0,0
5,11,JoinHeavy,209,Q10,SELECT,99.3633,True,,0.232,50.264,20,96442,0,0
5,11,JoinHeavy,210,Q10,SELECT,99.3058,True,,0.213,50.353,20,96442,0,0
5,11,JoinHeavy,211,Q10,SELECT,99.9293,True,,0.22,50.979,20,96442,0,0
5,11,JoinHeavy,212,Q10,SELECT,99.4768,True,,0.235,50.565,20,96442,0,0
5,11,JoinHeavy,213,Q10,SELECT,99.1871,True,,0.235,50.47,20,96442,0,0
5,11,JoinHeavy,214,Q10,SELECT,99.7073,True,,0.201,50.12,20,96442,0,0
5,11,JoinHeavy,215,U_orders,UPDATE,0.8305,True,,0.0,0.0,0,0,0,0
5,11,JoinHeavy,216,Q3,SELECT,92.1337,True,,0.144,48.261,10,29990,0,0
5,11,JoinHeavy,217,Q10,SELECT,99.4024,True,,0.209,50.293,20,96442,0,0
5,11,JoinHeavy,218,Q10,SELECT,100.2808,True,,0.226,51.179,20,96442,0,0
5,11,JoinHeavy,219,Q10,SELECT,99.2565,True,,0.22,50.514,20,96442,0,0
5,11,JoinHeavy,220,Q3,SELECT,95.2135,True,,0.184,49.923,10,29990,0,0
5,11,JoinHeavy,221,Q10,SELECT,99.7904,True,,0.218,51.032,20,96442,0,0
5,12,JoinHeavy,222,Q3,SELECT,95.0428,True,,0.499,49.645,10,29996,0,0
5,12,JoinHeavy,223,Q5,SELECT,37.5972,True,,0.557,19.0,5,45059,0,0
5,12,JoinHeavy,224,Q5,SELECT,36.004,True,,0.372,17.743,5,45059,0,0
5,12,JoinHeavy,225,Q3,SELECT,91.3302,True,,0.176,47.933,10,29990,0,0
5,12,JoinHeavy,226,Q5,SELECT,36.5508,True,,0.412,18.249,5,45059,0,0
5,12,JoinHeavy,227,U_orders,UPDATE,0.5333,True,,0.0,0.0,0,0,0,0
5,12,JoinHeavy,228,Q7,SELECT,187.3268,True,,0.287,100.069,4,290935,0,0
5,12,JoinHeavy,229,Q5,SELECT,36.9792,True,,0.386,18.791,5,45059,0,0
5,12,JoinHeavy,230,Q5,SELECT,35.746,True,,0.371,17.738,5,45059,0,0
5,12,JoinHeavy,231,Q5,SELECT,36.1833,True,,0.335,18.04,5,45059,0,0
5,12,JoinHeavy,232,Q7,SELECT,184.8688,True,,0.309,100.209,4,290935,0,0
5,12,JoinHeavy,233,Q5,SELECT,35.9926,True,,0.369,18.394,5,45059,0,0
5,12,JoinHeavy,234,Q10,SELECT,99.9158,True,,0.263,50.12,20,96442,0,0
5,12,JoinHeavy,235,Q3,SELECT,91.3007,True,,0.192,47.306,10,29990,0,0
5,12,JoinHeavy,236,Q7,SELECT,186.6763,True,,0.319,98.853,4,290935,0,0
5,12,JoinHeavy,237,Q5,SELECT,36.2496,True,,0.437,18.214,5,45059,0,0
5,12,JoinHeavy,238,Q10,SELECT,98.8667,True,,0.209,49.529,20,96442,0,0
5,12,JoinHeavy,239,Q7,SELECT,186.0007,True,,0.326,98.42,4,290935,0,0
5,12,JoinHeavy,240,Q7,SELECT,183.5855,True,,0.305,97.638,4,290935,0,0
5,12,JoinHeavy,241,Q5,SELECT,36.3186,True,,0.373,18.115,5,45059,0,0
5,12,JoinHeavy,242,Q5,SELECT,35.6134,True,,0.386,17.942,5,45059,0,0
5,12,JoinHeavy,243,Q7,SELECT,186.5517,True,,0.278,98.791,4,290935,0,0
5,12,JoinHeavy,244,Q5,SELECT,36.6043,True,,0.398,18.33,5,45059,0,0
5,13,JoinHeavy,245,Q3,SELECT,94.3015,True,,0.497,48.644,10,29996,0,0
5,13,JoinHeavy,246,Q3,SELECT,93.1992,True,,0.17,48.183,10,29990,0,0
5,13,JoinHeavy,247,Q3,SELECT,91.8644,True,,0.129,47.655,10,29990,0,0
5,13,JoinHeavy,248,Q5,SELECT,38.2013,True,,0.561,19.226,5,45059,0,0
5,13,JoinHeavy,249,Q14,SELECT,23.2257,True,,0.146,13.068,1,9229,0,0
5,13,JoinHeavy,250,Q7,SELECT,185.9149,True,,0.278,99.153,4,290935,0,0
5,13,JoinHeavy,251,Q7,SELECT,185.5528,True,,0.32,97.981,4,290935,0,0
5,13,JoinHeavy,252,Q3,SELECT,91.9908,True,,0.173,46.927,10,29990,0,0
5,13,JoinHeavy,253,Q3,SELECT,92.8788,True,,0.189,48.108,10,29990,0,0
5,13,JoinHeavy,254,Q3,SELECT,92.5535,True,,0.132,47.961,10,29990,0,0
5,13,JoinHeavy,255,Q5,SELECT,50.2486,True,,0.395,18.603,5,45059,0,0
5,13,JoinHeavy,256,Q14,SELECT,22.7043,True,,0.073,12.634,1,9229,0,0
5,13,JoinHeavy,257,Q7,SELECT,185.6787,True,,0.295,98.062,4,290935,0,0
5,13,JoinHeavy,258,Q3,SELECT,91.9819,True,,0.197,47.12,10,29990,0,0
5,13,JoinHeavy,259,Q5,SELECT,36.5711,True,,0.385,18.186,5,45059,0,0
5,13,JoinHeavy,260,Q3,SELECT,93.3805,True,,0.153,48.134,10,29990,0,0
5,13,JoinHeavy,261,Q14,SELECT,22.5024,True,,0.082,12.707,1,9229,0,0
5,13,JoinHeavy,262,Q14,SELECT,19.3172,True,,0.034,9.925,1,9229,0,0
5,13,JoinHeavy,263,Q5,SELECT,37.3369,True,,0.366,18.125,5,45059,0,0
5,13,JoinHeavy,264,Q5,SELECT,36.6334,True,,0.375,18.103,5,45059,0,0
5,13,JoinHeavy,265,Q14,SELECT,22.7169,True,,0.073,12.437,1,9229,0,0
5,13,JoinHeavy,266,Q5,SELECT,36.7125,True,,0.349,18.365,5,45059,0,0
5,14,JoinHeavy,267,Q10,SELECT,103.9143,True,,0.669,52.704,20,96445,0,0
5,14,JoinHeavy,268,Q5,SELECT,38.137,True,,0.53,19.127,5,45059,0,0
5,14,JoinHeavy,269,Q3,SELECT,94.1887,True,,0.177,48.026,10,29993,0,0
5,14,JoinHeavy,270,Q3,SELECT,92.4508,True,,0.195,47.733,10,29990,0,0
5,14,JoinHeavy,271,Q3,SELECT,92.6404,True,,0.192,48.286,10,29990,0,0
5,14,JoinHeavy,272,Q7,SELECT,188.5092,True,,0.326,101.029,4,290935,0,0
5,14,JoinHeavy,273,Q3,SELECT,92.0865,True,,0.178,47.485,10,29990,0,0
5,14,JoinHeavy,274,Q3,SELECT,92.4346,True,,0.194,47.689,10,29990,0,0
5,14,JoinHeavy,275,Q3,SELECT,91.8567,True,,0.165,47.469,10,29990,0,0
5,14,JoinHeavy,276,Q5,SELECT,37.2273,True,,0.404,18.605,5,45059,0,0
5,14,JoinHeavy,277,Q3,SELECT,91.975,True,,0.172,47.79,10,29990,0,0
5,14,JoinHeavy,278,Q3,SELECT,90.8833,True,,0.159,47.11,10,29990,0,0
5,14,JoinHeavy,279,Q5,SELECT,36.1363,True,,0.392,18.023,5,45059,0,0
5,14,JoinHeavy,280,Q5,SELECT,35.7402,True,,0.399,17.702,5,45059,0,0
5,14,JoinHeavy,281,Q10,SELECT,99.3893,True,,0.21,50.79,20,96442,0,0
5,14,JoinHeavy,282,Q3,SELECT,91.1854,True,,0.157,47.031,10,29990,0,0
5,14,JoinHeavy,283,Q3,SELECT,91.0013,True,,0.155,47.128,10,29990,0,0
5,14,JoinHeavy,284,Q10,SELECT,101.0014,True,,0.208,51.321,20,96442,0,0
5,14,JoinHeavy,285,Q3,SELECT,91.3045,True,,0.161,47.02,10,29990,0,0
5,14,JoinHeavy,286,Q3,SELECT,91.2003,True,,0.155,47.263,10,29990,0,0
5,15,JoinHeavy,287,Q5,SELECT,40.2009,True,,0.898,20.095,5,45062,0,0
5,15,JoinHeavy,288,Q5,SELECT,37.3658,True,,0.373,19.142,5,45059,0,0
5,15,JoinHeavy,289,Q7,SELECT,191.7117,True,,0.302,104.918,4,290935,0,0
5,15,JoinHeavy,290,Q7,SELECT,185.1664,True,,0.312,97.973,4,290935,0,0
5,15,JoinHeavy,291,Q3,SELECT,94.3107,True,,0.18,48.601,10,29993,0,0
5,15,JoinHeavy,292,Q10,SELECT,100.0491,True,,0.294,50.022,20,96442,0,0
5,15,JoinHeavy,293,Q3,SELECT,92.6243,True,,0.177,48.103,10,29990,0,0
5,15,JoinHeavy,294,Q7,SELECT,186.8286,True,,0.313,99.795,4,290935,0,0
5,15,JoinHeavy,295,Q3,SELECT,93.1388,True,,0.178,48.542,10,29990,0,0
5,15,JoinHeavy,296,Q5,SELECT,37.0686,True,,0.395,18.785,5,45059,0,0
