npts,time_ms_mean,time_ms_std
1000,6.1367,1.0653043766924082
2000,6.18924,0.20957604347825667
5000,10.04378,0.07000726390882596
10000,15.868040000000002,0.1994205806831386
20000,30.273739999999997,0.08794704656780618
50000,73.86794,0.3880355756886263
100000,147.98902,2.0531220426462693
200000,290.91567999999995,1.2567226491951182
500000,718.7931000000001,3.171869962656116
1000000,1440.88808,6.602051008360978
